vehicle-Id,activity,job-Id,arrTime,endTime
ASY-72-1_1_3,start,,undef,0.0
ASY-72-1_1_3,delivery,9968_0_B1,78.25224,78.34395052560001
ASY-72-1_1_3,delivery,8084_0_B1,78.4498305256,78.47219894608001
ASY-72-1_1_3,delivery,2634_0_B1,78.50870561274668,79.43475824346667
ASY-72-1_1_3,delivery,8082_0_B1,79.44881157680001,79.84920631400001
ASY-72-1_1_3,delivery,5441_0_B1,79.86453298066668,80.01440140114669
ASY-72-1_1_3,delivery,948_0_B1,80.09412806781336,83.33754912105336
ASY-72-1_1_3,delivery,4520_0_B1,83.48922912105336,85.81554491013335
ASY-72-1_1_3,delivery,4686_0_B1,85.95047157680003,86.06007683960003
ASY-72-1_1_3,delivery,9067_0_B1,86.10957017293336,86.13193859341337
ASY-72-1_1_3,delivery,9068_0_B1,86.13206526008004,86.14548631196004
ASY-72-1_1_3,delivery,8282_0_B1,86.1573929786267,86.1842350844267
ASY-72-1_1_3,delivery,9073_0_B1,86.2028550844267,86.22522350490671
ASY-72-1_1_3,delivery,9070_0_B1,86.2315635049067,86.2516950837467
ASY-72-1_1_3,delivery,6_0_B1,86.28456175041336,86.32929859341336
ASY-72-1_1_3,end,,86.32929859341336,undef
ASY-72-1_1_4,start,,undef,0
ASY-72-1_1_4,delivery,2504_0_B1,102.31587333333333,102.34047859749333
ASY-72-1_1_4,delivery,625_0_B1,102.37470526416,102.49102105392
ASY-72-1_1_4,delivery,3701_0_B1,102.52013438725332,103.03080543913332
ASY-72-1_1_4,delivery,3552_0_0_B1,103.03553210579999,106.25993999999999
ASY-72-1_1_4,delivery,1555_0_B1,106.32107999999998,107.25831684299997
ASY-72-1_1_4,delivery,138_0_B1,107.33676350966664,107.37031614038663
ASY-72-1_1_4,delivery,3398_0_B1,107.38802947371997,107.58263473719997
ASY-72-1_1_4,delivery,2347_0_B1,107.61611473719996,107.76150947439996
ASY-72-1_1_4,delivery,257_0_B1,107.82876947439996,107.85337473855996
ASY-72-1_1_4,delivery,388_0_B1,107.90686140522664,107.96725614174663
ASY-72-1_1_4,delivery,2349_0_B1,108.02478280841329,108.04491438725329
ASY-72-1_1_4,delivery,2586_0_B1,108.09609438725329,108.2012259667733
ASY-72-1_1_4,delivery,2130_0_B1,108.27623263343996,108.30307473923996
ASY-72-1_1_4,delivery,3549_0_B1,108.34534807257329,108.44376912513329
ASY-72-1_1_4,delivery,3459_0_B1,108.44750245846662,108.54368666938662
ASY-72-1_1_4,delivery,7048_0_B1,108.57988666938661,108.92212351170662
ASY-72-1_1_4,delivery,1601_0_B1,108.95793684503995,109.51043684435996
ASY-72-1_1_4,delivery,3850_0_B1,109.52501684435995,109.56528000203996
ASY-72-1_1_4,delivery,1602_0_B1,109.58602666870662,109.87010561614662
ASY-72-1_1_4,delivery,3451_0_B1,109.91753228281328,110.23069017769329
ASY-72-1_1_4,delivery,4530_0_B1,110.27448351102662,110.41093087962662
ASY-72-1_1_4,end,,110.41093087962662,undef
ASY-72-1_1_5,start,,undef,0
ASY-72-1_1_5,delivery,4679_0_B1,126.26102666666667,126.60326350898667
ASY-72-1_1_5,delivery,4377_0_B1,126.64491017565334,126.93569965005334
ASY-72-1_1_5,delivery,2328_0_B1,127.07504631672,127.10188842252
ASY-72-1_1_5,delivery,93_0_B1,127.12044175585334,127.27031017633334
ASY-72-1_1_5,delivery,13_0_B1,127.28797017633335,127.32823333401335
ASY-72-1_1_5,delivery,2061_0_B1,127.40000666734669,127.42013824618668
ASY-72-1_1_5,delivery,1073_0_B1,127.48076491285335,127.52102807053335
ASY-72-1_1_5,delivery,2585_0_B1,127.56746807053335,127.61220491353335
ASY-72-1_1_5,delivery,208_0_B1,127.64909824686669,128.45659824618667
ASY-72-1_1_5,delivery,209_0_B1,128.45810491285334,128.49613122889335
ASY-72-1_1_5,delivery,619_0_B1,128.53348456222668,128.57822140522669
ASY-72-1_1_5,delivery,622_0_B1,128.58032807189335,128.65190701865336
ASY-72-1_1_5,delivery,2476_0_B1,128.69587368532004,128.72271579112004
ASY-72-1_1_5,delivery,620_0_B1,128.72433579112004,128.75341473856005
ASY-72-1_1_5,delivery,1343_0_B1,128.78734807189338,128.90590070329338
ASY-72-1_1_5,delivery,3444_0_B1,128.9288607032934,129.8258343865734
ASY-72-1_1_5,delivery,3552_0_1_B1,129.88170771990673,133.10611561410673
ASY-72-1_1_5,delivery,5361_0_B1,133.2194822807734,133.4677717538134
ASY-72-1_1_5,delivery,4542_0_B1,133.48649842048007,133.7661036846401
ASY-72-1_1_5,delivery,4397_0_B1,133.77188368464007,134.00451526416006
ASY-72-1_1_5,delivery,6066_0_B1,134.03045526416005,134.08637631740007
ASY-72-1_1_5,delivery,6046_0_B1,134.09075631740006,134.48667736928007
ASY-72-1_1_5,end,,134.48667736928007,undef
ASY-72-1_1_6,start,,undef,0
ASY-72-1_1_6,delivery,2210_0_B1,150.35308666666666,150.37769193082664
ASY-72-1_1_6,delivery,2209_0_B1,150.3943785974933,150.4301680718933
ASY-72-1_1_6,delivery,2208_0_B1,150.43936140522663,150.47515087962663
ASY-72-1_1_6,delivery,2207_0_B1,150.48459087962664,150.54498561614665
ASY-72-1_1_6,delivery,1329_0_B1,150.55438561614665,150.60806982570665
ASY-72-1_1_6,delivery,929_0_B1,150.63304982570665,150.70910245778666
ASY-72-1_1_6,delivery,2571_0_B1,150.71996245778666,150.74904140522668
ASY-72-1_1_6,delivery,2572_0_B1,150.76573473856,151.33612947508
ASY-72-1_1_6,delivery,2263_0_B1,151.3817961417467,154.3411382475467
ASY-72-1_1_6,delivery,3973_0_B1,154.4663382475467,158.5150224584667
ASY-72-1_1_6,end,,158.5150224584667,undef
ASY-72-2_1_3,start,,undef,0
ASY-72-2_1_3,delivery,4668_0_B1,78.3905,78.97655263208
ASY-72-2_1_3,delivery,4393_0_B1,78.99599263208,79.07428210580001
ASY-72-2_1_3,delivery,6684_0_B1,79.09448210580001,79.3494821058
ASY-72-2_1_3,delivery,10092_0_B1,79.3571621058,79.55847789624
ASY-72-2_1_3,delivery,10091_0_B1,79.58264456290668,79.61843403730668
ASY-72-2_1_3,delivery,10089_0_B1,79.66337403730668,79.70363719498668
ASY-72-2_1_3,delivery,10008_0_B1,79.73321719498668,79.98933561682668
