id,GBY,RBV,OKY,ASY,DON,MWD
820.0,15011.3,10392.9,11713.7,11201.8,10323.7,2677.0
841.0,6174.1,11823.5,5124.8,18833.6,2466.9,8594.8
859.0,13066.5,8622.7,7983.9,12138.0,6422.3,5002.8
862.0,13593.9,9270.1,8511.3,12785.3,6949.7,4386.7
863.0,11280.8,9152.8,8475.3,13890.3,5627.8,4210.3
881.0,9951.9,9130.3,5408.9,16140.4,3307.7,7263.6
883.0,6752.0,10927.8,3992.7,18431.6,4746.6,12566.6
906.0,11007.7,13869.7,13413.5,16944.8,9550.1,5891.1
910.0,15850.2,9275.2,10596.0,10084.1,9206.0,2450.3
926.0,8517.2,9045.4,1194.2,16825.6,2342.6,11872.3
947.0,9752.6,8931.1,5816.5,15941.1,3108.5,7064.3
953.0,14690.7,12698.6,13734.5,10749.3,10466.1,2378.8
954.0,14633.1,11910.8,12946.6,10691.7,10408.5,2321.2
969.0,10918.3,11334.7,10657.2,15783.7,7507.6,4129.8
975.0,11067.3,8939.3,8261.8,14503.7,5414.2,4155.1
976.0,13328.7,13729.3,14765.2,15195.0,11465.6,3590.4
979.0,13966.4,9809.1,10844.9,11024.2,8222.8,1836.3
985.0,10426.8,8325.8,4816.7,15335.9,3782.6,7738.5
988.0,18549.2,12259.1,13295.0,7874.4,11905.0,5902.8
989.0,20115.9,12750.4,13987.7,7687.1,13625.2,6260.9
993.0,10569.3,13652.6,12975.1,18383.9,9111.7,6479.7
995.0,6219.5,11818.6,4726.9,18828.7,2069.0,9185.1
996.0,9964.3,12393.7,11613.8,16409.1,8506.7,4504.9
1001.0,9183.0,12266.3,11588.8,16997.7,7725.4,5093.5
1017.0,3673.4,14187.1,7252.0,21277.3,5102.0,11038.5
1035.0,16272.7,9697.6,11018.4,10506.5,9628.5,2872.7
1048.0,16235.2,15146.8,16182.7,10035.8,13476.0,5388.7
1050.0,16248.8,15160.3,16196.2,10049.4,13489.5,5402.3
1058.0,15468.0,11850.5,12886.4,11667.2,10264.3,3156.1
1068.0,9446.6,12529.9,11852.5,17261.3,7989.0,5357.1
1070.0,10002.4,13085.7,12408.2,18169.8,8544.8,6265.6
1075.0,3083.6,14603.8,7668.8,21694.0,5518.7,11455.3
1091.0,9006.2,12089.5,11412.0,17598.5,7548.6,5694.3
1092.0,11154.5,10327.7,9650.3,14204.5,6500.6,4063.6
1103.0,11350.5,11221.1,12256.9,15236.5,8957.3,3310.3
1104.0,12017.8,12388.0,13423.8,16403.4,10124.3,4141.5
1110.0,14771.1,10152.7,11473.5,10961.6,10083.5,2436.8
1113.0,15846.2,9136.6,10317.9,9992.5,9202.1,3227.1
1118.0,18959.1,12669.0,13704.9,7781.3,12315.0,5469.7
1123.0,18517.5,12227.4,13263.2,7842.6,11873.3,5424.0
1124.0,18736.2,12446.1,13481.9,8061.3,12092.0,5688.8
1125.0,19062.6,12772.5,13808.3,8431.4,12418.4,5713.0
1132.0,11797.8,12168.0,13203.8,14413.2,9904.2,3359.5
1133.0,11420.6,11790.0,12825.8,15805.4,9247.1,3879.2
1135.0,12650.7,13693.5,14729.4,16768.7,11429.8,5714.9
1136.0,12442.1,13902.2,14786.0,16977.3,10922.5,5923.6
1137.0,13029.2,14917.0,15373.1,17992.1,11509.6,6938.4
1139.0,7506.9,10090.5,5340.3,17100.6,2229.7,7331.1
1140.0,6949.4,10648.0,5409.4,17658.0,2295.5,7419.3
1141.0,14259.1,9276.7,10312.5,11721.2,8863.1,3743.1
1161.0,19573.7,12620.7,13858.0,7557.4,12929.6,5951.3
1167.0,10944.5,8816.5,8139.1,14381.0,5291.5,4701.0
1170.0,13822.3,13098.0,14133.9,12236.7,10865.5,2778.2
1174.0,9753.3,8931.8,5817.2,15941.8,3109.2,7065.0
1175.0,10227.7,9406.1,5320.8,16416.2,3583.5,7539.4
1176.0,8564.7,10223.9,4232.3,17083.2,1120.4,8644.3
1177.0,12056.0,11877.5,12913.3,13509.6,9613.7,2455.8
1180.0,13628.3,9029.1,10065.0,11638.5,7884.7,2827.6
1181.0,13390.2,9232.9,10268.7,11821.6,7646.7,2701.2
1184.0,13719.4,8737.0,9772.9,12752.5,8323.5,3065.0
1187.0,9803.7,8982.2,5112.9,15992.2,3159.5,7115.4
1201.0,14679.6,12687.5,13723.4,10738.2,10455.0,2367.7
1202.0,14934.2,12942.2,13978.0,10992.8,10709.6,2622.3
1219.0,10686.0,13769.3,13091.9,17962.1,9228.4,6908.3
1228.0,8177.8,9113.1,1261.9,16909.7,2426.8,11956.4
1232.0,9633.0,12716.3,12038.8,17629.4,8175.4,5725.2
1253.0,10803.5,8652.5,6311.1,15488.3,4159.3,6250.3
1272.0,12895.9,12717.3,13753.2,13632.2,10453.6,2578.4
1292.0,18548.3,11239.7,12782.6,7032.1,11904.1,5901.9
1308.0,12013.5,9986.6,9890.3,14002.0,7359.6,3074.4
1312.0,12860.8,11726.0,12761.9,12506.8,9493.5,1453.1
1313.0,12343.4,13865.5,14901.4,16940.7,10823.8,5886.9
1316.0,3840.6,14307.9,7808.5,21317.9,5150.6,11079.2
1319.0,12700.4,13650.8,14686.6,16726.0,11387.0,5672.2
1320.0,12263.1,13534.2,14570.0,16609.4,10743.5,5555.6
1342.0,8693.0,9987.8,6873.2,16997.8,3160.8,8179.0
1346.0,13502.4,13872.6,14908.4,16201.1,11608.8,4571.0
1361.0,11077.5,14150.7,13473.3,17866.5,9609.8,6812.7
1362.0,11817.6,13870.7,14161.4,16945.9,10298.0,5892.1
1363.0,11953.5,14360.8,14651.5,17436.0,10788.1,6382.2
1422.0,13788.6,11796.6,12832.5,11726.6,9564.0,1476.8
1423.0,13106.4,12927.9,13963.7,12137.9,10100.0,2059.6
1424.0,12883.4,11748.7,12784.5,12529.5,9516.1,1475.7
1435.0,15621.7,10897.0,12217.8,11705.9,10827.8,3287.4
1436.0,15449.7,10697.0,12017.8,11505.9,10627.8,3115.3
1438.0,13030.5,12851.9,13887.8,13049.7,10588.2,2688.3
1446.0,10618.5,8097.6,6170.6,14933.4,3974.3,6339.8
1447.0,13368.7,9044.9,8286.1,12560.1,6724.5,4223.3
1449.0,10519.2,11638.3,11495.3,15653.7,8345.7,3749.5
1450.0,14062.5,9334.4,8979.9,13349.9,7418.3,4349.8
1451.0,12049.8,9860.5,9473.2,13875.9,6625.7,3143.0
1452.0,13801.4,8819.1,9854.9,11364.2,8405.5,3386.2
1453.0,15761.6,9471.5,10507.3,11514.2,9117.4,3536.2
1456.0,5474.6,12411.0,5885.1,19421.1,3227.2,9182.3
1457.0,18673.6,11365.0,12907.9,7157.4,12029.4,6027.2
1461.0,12751.9,14560.0,15095.7,17635.1,11232.3,6581.4
1477.0,4830.8,13599.5,7100.2,20609.6,4442.3,10370.8
1479.0,13905.2,13726.7,14762.5,12630.0,11462.9,3563.1
1488.0,11374.4,11743.8,12779.7,15759.2,9200.9,3833.0
1497.0,11079.7,8951.7,8274.2,14139.1,5426.7,4459.1
1508.0,9029.7,8329.2,637.5,15695.7,2648.9,12178.5
1511.0,13143.3,13513.5,14549.3,15652.9,11249.8,4599.1
1548.0,14408.1,13176.9,14212.8,11387.1,10944.3,2857.1
1568.0,14223.2,13490.9,14526.7,11552.4,11258.3,3171.0
1583.0,8713.5,9919.6,4604.2,16929.6,1492.3,8366.0
1589.0,9415.1,7995.5,1127.0,15362.0,2315.2,11844.8
1599.0,12588.7,13992.3,15028.2,17067.5,11069.1,6013.7
1600.0,14275.5,12946.7,13982.5,11156.8,10714.1,2626.8
1608.0,17617.3,8698.5,10563.5,8560.5,10201.0,5017.0
1611.0,10826.5,13909.8,13232.3,17245.3,9368.9,6191.6
1612.0,11179.9,9051.9,8374.4,14030.1,5526.9,4350.1
1622.0,10797.4,8074.5,6882.3,14910.3,4153.2,5672.3
1623.0,12602.9,12920.6,13956.4,13835.4,10656.8,2781.6
1624.0,14337.8,13605.4,14641.3,11667.0,11372.9,3285.6
1625.0,14935.9,12943.9,13979.7,10994.5,10711.3,2624.0
1626.0,15066.7,13074.6,14110.5,11125.2,10842.0,2754.8
1628.0,16741.9,10166.9,11487.6,10975.8,10097.7,2986.7
1642.0,14014.7,9032.4,10068.2,11799.7,8618.8,4010.0
1643.0,13812.5,8830.1,9866.0,11597.5,8416.6,3807.8
1645.0,14185.7,10028.4,11064.2,11383.7,8442.1,2195.8
1646.0,13384.8,11352.8,12388.7,12105.7,9120.3,1050.5
1652.0,7723.6,10634.9,6183.6,17645.0,3069.7,7399.9
1654.0,9801.7,9001.1,5886.6,16011.2,3157.6,7089.9
1658.0,1290.9,16264.4,9329.3,24238.7,7246.6,13967.6
1712.0,10672.2,13755.5,13078.1,17270.4,9214.6,6216.7
1713.0,10774.6,13857.9,13180.4,17486.1,9317.0,6432.3
1714.0,13702.4,8720.0,9755.9,12735.4,8306.5,3048.0
1722.0,18585.8,12295.7,13331.5,7493.9,11941.6,5573.9
1749.0,10151.9,13235.2,12557.7,17966.6,8694.3,6062.4
1752.0,14809.4,8578.8,9614.7,12594.2,8165.2,3594.2
1759.0,11296.8,9168.7,8491.3,13788.9,5643.7,5053.2
1760.0,14118.7,14488.9,15524.7,16874.4,12225.1,5244.3
1767.0,10276.5,8148.5,7471.0,14984.3,4623.5,5633.0
1771.0,14381.3,8150.7,9186.6,12166.1,7737.1,4508.6
1778.0,14424.1,12766.4,13802.2,11131.3,10533.8,2446.5
1779.0,10068.8,11859.4,11716.5,15874.8,8566.8,3970.6
1782.0,17036.8,10461.7,11782.5,11270.6,10392.6,3595.9
1784.0,10259.4,11766.1,11088.6,16704.2,7939.0,4800.0
1787.0,9588.6,12671.9,11994.4,17403.3,8131.0,5499.1
1792.0,11269.9,13937.8,13675.7,17013.0,9812.3,5959.2
1797.0,14659.8,11877.1,12913.0,11054.9,10435.2,2347.9
1810.0,9081.0,12164.3,11486.9,16895.7,7623.4,4991.5
1814.0,12018.8,15092.0,14414.6,18636.0,10551.1,7582.3
1823.0,13893.0,10574.1,11894.9,11383.0,9628.4,1558.7
1825.0,8848.2,9567.5,3576.0,16426.8,984.0,8927.8
1827.0,12026.8,12397.0,13432.8,16412.4,10133.2,4150.5
1828.0,11369.0,12488.1,12345.2,15252.9,9195.6,4199.1
1837.0,16052.2,9477.2,10798.0,10286.1,9408.0,2611.3
1841.0,11537.9,9409.9,8732.5,13878.2,5884.9,5294.3
1842.0,15100.6,11229.7,12265.6,12045.5,9643.5,2766.3
1847.0,11426.9,14094.9,13832.8,17170.0,9969.3,6116.3
1849.0,12801.1,13663.4,14699.3,16738.6,11399.7,5684.9
1850.0,11886.0,14239.1,14202.8,17314.2,10339.4,6260.5
1853.0,9735.0,8732.3,2944.7,15591.7,1742.3,9814.6
1854.0,8453.3,10334.2,4919.7,17344.2,1807.8,7909.9
1860.0,3345.6,14993.9,8058.8,22968.3,5976.1,12697.2
1863.0,16545.6,9970.5,11291.3,10779.4,9901.4,3104.7
1867.0,10386.7,9187.8,5283.8,16047.1,3742.5,7698.4
1868.0,8724.4,10057.9,4376.4,17068.0,1264.5,8504.4
1870.0,7181.6,10234.6,5641.6,17244.6,2527.7,7005.9
1877.0,9024.4,10093.3,5490.8,17103.4,2380.2,7448.0
1889.0,15036.2,8746.1,9781.9,10721.0,8392.0,3661.1
1892.0,14128.4,16802.5,16573.2,19877.6,12709.8,8823.9
1894.0,4644.9,13338.9,6403.9,20594.3,4253.8,10355.6
1895.0,11954.6,12324.8,13360.6,14584.1,10061.0,3530.3
1896.0,11665.5,12035.7,13071.6,16051.1,9772.0,3789.2
1905.0,11720.0,7314.9,6637.4,14150.7,5075.9,6517.3
1908.0,11725.3,14485.9,14121.1,17561.0,10257.7,6507.3
1910.0,15493.3,9203.3,10239.1,10852.2,8849.2,2930.1
1915.0,14520.0,10649.1,11685.0,11464.9,9062.9,2185.7
1922.0,13004.2,13301.7,14337.5,14216.5,11037.9,3162.7
1944.0,10593.7,13666.9,12989.4,18343.8,9126.0,7290.1
1965.0,13366.0,9208.6,10244.5,12202.3,7622.4,2882.6
1966.0,2465.5,15475.2,8540.1,23449.5,6457.4,12317.7
1967.0,13594.3,13415.7,14451.6,12734.3,11152.0,3252.1
1970.0,1547.6,16252.5,9317.4,22970.4,7234.7,12731.7
1980.0,13993.4,14392.8,15428.6,14505.3,12129.1,4253.9
1989.0,13956.7,14326.9,15362.8,16609.3,12063.2,4979.3
2005.0,14405.2,11040.4,12076.2,11856.2,9454.2,2070.9
2006.0,13059.5,13357.0,14392.8,14271.8,11093.2,3218.0
2014.0,180.6,17473.6,10538.6,25448.0,8455.9,14240.1
2016.0,2256.8,16553.1,9618.0,23643.3,7468.0,13404.5
2017.0,13361.6,15169.7,15705.5,18244.9,11842.0,7191.1
2039.0,8407.7,10195.1,4535.7,17205.2,1423.8,8487.3
2045.0,19215.6,12925.5,13961.4,8233.5,12571.5,5515.1
2047.0,13528.9,11496.9,12532.8,12249.8,9264.4,1194.6
2048.0,16628.4,10053.4,11374.2,10862.3,9984.3,2635.7
2053.0,9205.7,8066.0,305.9,15522.5,2896.0,12425.6
2062.0,8964.9,9466.6,5431.3,16476.6,2320.7,7913.1
2063.0,11577.8,14677.9,13973.6,17753.0,10110.1,6699.3
2066.0,19239.1,12949.0,13984.8,8257.0,12594.9,5538.6
2067.0,19215.0,12924.9,13960.7,8054.9,12570.8,5130.2
2068.0,17018.6,13348.5,14384.4,8237.5,12994.4,4706.7
2069.0,19317.6,13027.5,14063.3,8157.5,12673.4,5232.9
2073.0,11853.8,6613.3,3480.1,13709.9,4284.8,10156.8
2080.0,10826.5,8698.5,8021.0,14099.0,5173.5,4419.0
2085.0,9830.3,8432.7,5318.2,15442.8,3186.2,7118.5
2103.0,17748.4,13466.1,14502.0,8355.2,13112.1,5436.6
2141.0,12319.6,9495.3,9677.9,13510.7,7195.8,3111.6
2142.0,12175.1,9418.9,9004.2,13434.3,6522.1,3672.0
2151.0,18524.7,11216.1,12759.0,7008.5,11880.5,5878.3
2156.0,14890.6,12107.9,13143.7,11089.7,10666.0,2578.7
2162.0,14258.1,16932.1,16702.8,20007.3,12839.4,8953.5
2164.0,957.8,16609.9,9674.8,24584.2,7592.1,14313.1
2165.0,6615.1,14222.0,9302.7,21057.8,6644.8,10085.3
2172.0,13292.6,15100.7,15636.4,18964.6,11773.0,7334.5
2193.0,9075.3,9660.0,2791.5,16934.0,1073.2,10401.9
2194.0,10472.9,8179.4,5064.9,15189.5,3828.8,7984.2
2202.0,10635.0,11754.1,11611.2,15769.5,8461.5,3865.3
2203.0,16504.2,9929.2,11250.0,10738.1,9860.1,2684.3
2217.0,7505.9,11050.7,4182.2,18324.7,1524.3,10875.1
2223.0,10424.1,8547.6,6508.9,15383.4,3779.9,6145.4
2224.0,9691.4,12774.6,12097.2,17506.0,8233.8,5601.8
2233.0,12419.5,9317.5,10353.3,13332.9,7922.2,2414.8
2244.0,12183.6,12005.1,13040.9,13806.1,9741.3,2752.3
2250.0,10917.8,10798.9,10994.1,14814.3,7844.5,3100.5
2255.0,12642.1,11483.3,12519.2,12264.1,9250.7,1210.4
2261.0,6920.7,11136.5,4201.4,18640.3,4915.3,12735.3
2276.0,13015.9,16107.5,15878.2,19182.6,12014.8,8128.9
2288.0,15219.6,11832.2,12868.1,11418.7,10994.9,2907.7
2306.0,16948.5,13884.7,14920.5,8773.7,12723.9,4636.6
2307.0,15519.0,9229.0,10264.8,11271.7,8874.9,3293.7
2331.0,12659.6,9868.7,10904.6,13029.6,8221.5,1975.8
2335.0,12196.9,9372.6,9555.2,13388.0,7073.1,2988.9
2339.0,13913.1,13734.5,14770.4,13053.2,11470.8,3570.9
2341.0,7613.9,10797.1,4081.0,17807.1,1084.7,8644.9
2356.0,11573.4,9445.3,8767.9,13608.0,5920.3,3928.0
2357.0,11337.0,9209.0,8531.6,13794.5,5684.0,4114.5
2358.0,10819.3,9992.5,9315.1,14074.6,6165.4,3728.4
2374.0,14089.1,10999.4,12320.2,11808.3,9864.5,1777.2
2379.0,1246.5,16608.9,9673.8,24583.2,7591.1,13375.3
2380.0,924.9,17011.9,10076.8,24986.2,7994.1,13778.3
2385.0,4096.8,14351.7,7416.6,21471.6,5266.6,11232.9
2386.0,4773.1,13410.5,6475.4,20665.9,4325.4,10427.1
2391.0,7403.7,11293.9,4358.8,18797.7,5678.9,13175.1
2410.0,9286.8,9126.3,2286.7,15985.7,1284.7,10220.8
2411.0,8744.6,8808.4,1940.0,16427.3,1944.4,11474.0
2448.0,14405.2,11040.4,12076.2,11856.2,9454.2,2070.9
2449.0,9108.6,12191.9,11514.5,16923.3,7651.0,5019.1
2450.0,9435.5,12518.8,11841.3,17432.0,7977.9,5527.8
2451.0,9090.6,12173.9,11496.4,17362.2,7633.0,5458.0
2452.0,12889.4,12710.9,13746.7,13625.7,10447.1,2571.9
2456.0,18728.2,13556.6,14793.9,8493.3,13865.5,6416.3
2461.0,11948.4,14355.8,14646.5,17430.9,10783.0,6377.2
2462.0,11376.3,14032.9,13782.2,17108.1,9918.7,6054.3
2465.0,3190.5,14629.6,7694.6,22604.0,5611.9,12332.9
2466.0,3240.4,14371.3,7436.2,22345.6,5353.5,12074.5
2467.0,12685.5,13547.9,14583.7,16623.0,11284.1,5569.3
2468.0,13530.1,9206.2,8447.5,12721.5,6885.9,4599.3
2469.0,13732.1,8080.0,8649.5,11595.2,7087.9,4460.0
2470.0,11369.6,14037.5,13775.4,17112.7,9912.0,6058.9
2471.0,9160.9,12244.2,11566.7,16975.5,7703.3,5071.3
2482.0,11436.8,9308.8,8631.3,13622.5,5783.8,5193.2
2491.0,12418.2,12715.7,13751.5,13630.5,10451.9,2576.7
2492.0,12519.9,12890.1,13925.9,14208.2,10626.3,3154.4
2499.0,12647.0,8780.1,9815.9,12795.5,6994.0,3033.2
2503.0,11375.3,9247.2,8569.8,13832.7,5722.2,4152.7
2522.0,18483.5,12193.4,13229.3,7808.7,11839.3,5837.1
2523.0,19333.0,12751.5,13988.8,7688.1,12688.8,5710.6
2524.0,19810.5,12781.5,14018.8,7718.1,13656.3,6188.1
2527.0,1544.2,16249.0,9314.0,23002.8,7231.3,12764.1
2546.0,4025.9,14108.3,7609.0,21118.4,4951.1,10879.6
2547.0,17095.6,14031.8,15067.7,8920.8,12871.0,4783.7
2548.0,17008.4,14308.6,15344.4,9197.6,12783.8,4696.5
2549.0,4499.3,13971.8,7472.4,20981.8,4814.5,10743.1
2550.0,4341.4,13813.9,7314.6,20824.0,4656.7,10585.2
2551.0,4832.6,13601.3,7102.0,20611.4,4444.1,10372.6
2552.0,4742.2,13511.0,7011.7,20521.0,4353.8,10282.3
2553.0,14399.2,10960.2,11996.0,11776.0,9374.0,2064.9
2562.0,11629.1,11450.5,12486.4,13337.5,9186.8,2283.8
2575.0,11657.4,9529.4,8852.0,13538.7,6004.4,5140.0
2576.0,14122.5,9702.5,10738.4,11320.4,9348.4,2132.6
2577.0,14865.3,8575.2,9611.1,10618.0,8221.1,3060.2
2581.0,13516.3,9394.2,10430.0,11436.9,9040.1,2241.3
2587.0,19248.7,11465.3,12702.6,6402.0,12340.1,6602.3
2596.0,12471.2,10081.1,11116.9,14096.5,7817.3,2382.7
2597.0,11896.0,11010.8,10950.2,15026.2,7800.6,3312.4
2598.0,11863.4,9836.5,9740.2,13851.9,7209.6,2924.4
2601.0,13404.4,8999.2,8321.8,12555.6,6760.2,5099.4
2610.0,7290.0,12164.1,5229.0,19667.9,3472.3,11292.3
2611.0,19921.4,12555.9,13793.1,7492.5,13430.6,6412.6
2626.0,16316.7,16138.1,17174.0,11944.7,13874.4,5974.5
2632.0,12304.0,9693.4,8957.7,13708.8,6651.0,3946.6
2640.0,12920.0,14973.1,15263.8,18048.3,11400.4,6994.5
2644.0,11940.1,13993.2,14283.9,17068.4,10420.5,6014.6
2645.0,12477.9,8072.8,7395.3,14908.6,5833.8,7275.2
2662.0,11046.6,10825.6,11123.0,14841.0,7973.3,3127.2
2683.0,15035.2,8745.1,9780.9,10787.9,8391.0,3623.6
2705.0,11637.1,12007.3,13043.1,14787.4,9743.6,3733.6
2711.0,14134.7,10263.8,11299.6,11079.6,8677.6,1800.4
2731.0,10972.0,11425.2,12461.1,15440.7,8769.6,3514.5
2738.0,13604.2,12482.5,13518.3,11621.1,10249.9,2162.6
2753.0,11195.8,7566.5,3975.7,14576.5,3613.2,8566.7
2761.0,13095.5,12917.0,13952.8,12513.3,10359.5,2319.1
2762.0,8791.9,8784.0,1469.0,16741.9,2259.0,11788.6
2769.0,745.9,16919.7,9984.6,24894.0,7901.9,13686.1
2797.0,2023.2,15398.3,8463.2,22488.5,6313.2,12249.7
2798.0,2517.8,15040.4,8105.4,22160.3,5955.3,11921.6
2811.0,17167.3,12956.0,13991.8,7845.0,12601.9,4855.4
2813.0,9700.7,7726.5,540.4,15183.0,2616.2,12145.9
2846.0,5338.1,12912.2,8025.7,19748.0,5367.8,8775.5
