id,duration
614.0,0.1868421053
5586,1.105263158
3706,0.42631578950000004
2479,1.078947368
4755,0.4815789474
3786,0.028947368419999998
10089,0.047368421050000005
10109,0.03421052632
1918,1.352631579
2223.0,1.5710526319999998
4149,1.228947368
1169,0.1289473684
5422,0.03157894737
2562.0,0.8684210526
1124.0,0.057894736839999995
974,0.1394736842
3460,0.38157894740000003
2842,4.721052632
2342,0.7736842105
19,0.24736842109999999
2978,2.436842105
2718,0.03947368421
3542,2.0421052630000003
361,0.023684210530000003
2424,0.21052631579999997
2217.0,0.9552631579
1349,0.047368421050000005
3109,0.06052631579
2875,0.7315789474
1721,0.07631578947
236.0,0.026315789469999996
1867.0,4.1236842110000005
6026,1.507894737
1629,0.06052631579
6887,0.5421052632
4393,0.09210526315999999
4047,1.1394736840000002
1433,1.373684211
3077,1.336842105
2711.0,1.352631579
6702,0.05
10107,0.01052631579
8466,0.30526315789999997
382.0,3.281578947
1118.0,0.3421052632
1637,0.6026315789
4204,2.494736842
3255,0.03684210526
5606,0.05
3395,0.7605263158
3692,0.7921052632
1636,0.37894736840000004
4725,2.384210526
403.0,0.11578947369999999
2824,4.689473684
1224,0.2921052632
2812,1.4815789469999998
2814,1.984210526
2571,0.03421052632
5647,0.6552631579
9354,1.023684211
2247,0.6684210526
954.0,0.05
2820,0.1
3754,0.6394736842000001
1155,0.06052631579
4562,1.039473684
1068.0,0.09736842105
841.0,0.3947368421
1309,0.42894736840000003
9424,0.052631578949999994
1827.0,0.01842105263
2900.0,0.26052631579999996
10045,0.03157894737
487,0.4
2955.0,1.381578947
1424.0,0.028947368419999998
385.0,0.37105263159999996
1714.0,0.7789473684
8302,0.02105263158
547.0,0.11315789470000001
4528,0.8710526316
3489,0.03157894737
1375,0.7631578947
2130,0.03157894737
1847.0,0.06578947368
5589,0.7342105262999999
8102,0.06842105262999999
4034,1.186842105
1244,0.08421052632
4304,0.4368421053
10033,0.3657894737
1873,0.6631578947
7292,0.3421052632
970,0.052631578949999994
381.0,0.09210526315999999
3748,0.3289473684
8463,0.06315789474
1841.0,1.052631579
1255,0.1526315789
100.0,0.02105263158
4120,1.226315789
3191,1.018421053
1367,0.1368421053
6430,0.2578947368
7169,0.03157894737
1369,0.5394736842
386.0,0.44736842109999997
3499,4.586842105
1421,0.8210526316
3702,0.03157894737
3367,0.03947368421
1518,0.3
3991,1.573684211
666.0,0.7973684211
1782.0,2.247368421
8103,0.028947368419999998
3451,0.36842105259999997
2470.0,0.04473684211
1712.0,0.052631578949999994
1108,0.028947368419999998
3661,0.4921052632
2568,2.678947368
3026,0.3473684211
1889.0,1.181578947
3163,1.107894737
182.0,0.1526315789
7127,0.03157894737
4482,1.810526316
535.0,0.1289473684
4222,1.4815789469999998
1769,0.5526315789
6510,1.4815789469999998
2459.0,0.6315789474
1184.0,0.18947368420000002
3990,1.6
3007,0.04210526316
4376,4.684210526
8063,0.1947368421
2586,0.1236842105
8443,0.1578947368
1035.0,0.6052631579
2060,0.09210526315999999
2164.0,0.8157894737000001
1688,0.04473684211
237.0,0.03157894737
3359,0.1315789474
4012,0.2631578947
6578,0.8210526316
2953,0.7578947368000001
1104.0,0.03947368421
7047,0.8263157895000001
3134,0.2921052632
4616,0.4368421053
619,0.052631578949999994
2134,0.013157894740000002
935,0.08157894737
8015,0.11578947369999999
2551.0,0.07368421052999999
2245,0.11578947369999999
2518,0.06578947368
1778.0,2.057894737
3566,1.328947368
2251,1.5789473680000001
8483,0.03421052632
2521,0.02105263158
2611.0,0.057894736839999995
2584,0.03157894737
1351,0.047368421050000005
3368,3.094736842
3041,3.605263158
1157,0.9473684211
814,1.657894737
2482.0,2.234210526
9991,0.35
2899.0,0.2631578947
1677,0.08947368421
1193.0,4.510526316
1343,0.1394736842
4627,1.4
4391,0.5763157895000001
527,0.03684210526
2016.0,0.36842105259999997
1675,0.7842105263
4500,0.4868421053
9744,0.2
1319.0,0.1105263158
2080.0,1.078947368
4279,1.05
4479,0.05
4127,1.4052631580000001
1245,0.1447368421
8101,0.1289473684
1517,0.09210526315999999
4385,0.052631578949999994
2523.0,0.08421052632
9258,0.01578947368
625,0.1368421053
938,0.06842105262999999
1103.0,1.9052631580000001
4635,2.368421053
1428,0.3394736842
2386.0,0.2631578947
4767,1.868421053
3468,1.447368421
4538,3.947368421
4198,0.9526315789
995.0,0.04210526316
2705.0,1.918421053
2412.0,0.2289473684
863.0,0.1026315789
8287,1.3473684209999999
4357,0.42631578950000004
4098,0.2789473684
4556,1.2842105259999999
511.0,3.7263157889999996
3864,0.7973684211
4653,2.15
356,0.2921052632
3897,0.9473684211
2031,0.06842105262999999
7128,0.023684210530000003
1543,0.08947368421
1816,0.8105263158
3802,2.642105263
2161,0.1684210526
2174,4.267105263
1624.0,0.1394736842
640.0,0.08421052632
789.0,1.473684211
993.0,0.03157894737
4261,2.326315789
1139.0,0.2
3361,0.10526315789999999
484.0,0.02105263158
615.0,0.28684210530000004
3398,0.2289473684
667,0.02105263158
1877.0,0.6368421053
1390,0.06842105262999999
1980.0,2.421052632
9549,0.5052631579
1477.0,0.03684210526
10075,0.30526315789999997
69.0,0.08421052632
4573,0.4868421053
3461,0.1263157895
