pk_site_id,latitude,longitude,yard,distance
4609,53.5307297,-113.46209609999998,0
4616,53.53934181,-113.4556598,0
2062,53.50510071,-113.45424129999999,0
2039,53.51035033,-113.45716000000002,0
535,53.53453969,-113.46702040000001,0
4123,53.5227385,-113.4689726,0
4636,53.49657781,-113.4349257,0
4125,53.52260208,-113.4461716,0
4126,53.52239547,-113.44813559999999,0
4127,53.52033114,-113.4468263,0
3618,53.53239598,-113.4645996,0
4642,53.51287527,-113.4859507,0
2085,53.50013044,-113.4623617,0
4652,53.51742877,-113.4378236,0
4653,53.53692936,-113.4706388,0
1583,53.50808986,-113.4573469,0
4655,53.53852272,-113.47127169999999,0
561,53.51932181,-113.4397248,0
2610,53.53179874,-113.47972549999999,0
4662,53.52273839,-113.45926770000001,0
4663,53.53129527,-113.47124769999999,0
69,53.51814912,-113.4199973,0
4681,53.49329794,-113.4566562,0
4684,53.53412676,-113.43930859999999,0
3662,53.52694479,-113.4446476,0
4087,53.48984947,-113.46703159999998,0
596,53.49914123,-113.4180896,0
2645,53.47831237,-113.4657453,0
1622,53.48954662,-113.45473799999999,0
4198,53.53804707,-113.44705859999999,0
103,53.51147159,-113.4623148,0
106,53.51372262,-113.48130079999999,0
107,53.51014172,-113.4792693,0
3692,53.49557322,-113.4675715,0
1139,53.50890304,-113.4480183,0
1140,53.510901000000004,-113.44287879999999,0
1652,53.50784204,-113.4410902,0
1654,53.49982618,-113.46237659999998,0
643,53.51372686,-113.44100120000002,0
132,53.51875284,-113.4242616,0
2193,53.52148967,-113.4750752,0
2194,53.50096985,-113.46779270000002,0
147,53.51487708,-113.44290690000001,0
1174,53.50075934,-113.4611437,0
1175,53.50386697,-113.4623646,0
1176,53.51111583,-113.46078529999998,0
4255,53.52390136,-113.45679809999999,0
4256,53.52365568,-113.4570992,0
1187,53.502250399999994,-113.4615795,0
4262,53.52051234,-113.4190959,0
2217,53.5254877,-113.4743503,0
5805,53.52704208,-113.43040220000002,0
2223,53.49481141,-113.4566503,0
694,53.5228885,-113.4517041,0
3254,53.52817987,-113.44650729999998,0
3255,53.52735997,-113.44543590000002,0
2753,53.50219799,-113.4796743,0
4308,53.51979663,-113.4305139,0
1253,53.49184378,-113.46000090000001,0
1767,53.48551602,-113.45204199999999,0
3315,53.52848934,-113.4609639,0
3832,53.53682393,-113.4549801,0
3333,53.49120185,-113.44263390000002,0
3334,53.5273496,-113.4609268,0
3852,53.50452452,-113.4780294,0
270,53.52290707,-113.4354382,0
279,53.52016614,-113.4404997,0
280,53.52033983,-113.44271540000001,0
4375,53.50272654,-113.4859926,0
3359,53.49844720000001,-113.4671808,0
3360,53.515786600000006,-113.4302362,0
1825,53.51228056,-113.46825630000001,0
2341,53.51656641,-113.4527718,0
809,53.52644386,-113.45410919999999,0
2860,53.51080315,-113.4810636,0
4398,53.50519941,-113.36516409999999,0
1853,53.51107684,-113.4796675,0
1342,53.49972867,-113.45711899999999,0
1854,53.51080393,-113.44925020000001,0
3393,53.53302012,-113.45369540000002,0
3394,53.53090151,-113.45578229999998,0
3395,53.5290003,-113.45469170000001,0
3396,53.5259993,-113.45496599999998,0
841,53.52354243,-113.4443855,0
1867,53.50596204,-113.46371429999999,0
1868,53.50873972,-113.46091159999999,0
1870,53.50977333,-113.4432727,0
2386,53.5388941,-113.44365490000001,0
3411,53.52784101,-113.4509571,0
1877,53.50650567,-113.45070859999998,0
4439,53.5179328,-113.4379913,0
4450,53.51408458,-113.43241450000001,0
1894,53.53897702,-113.44554550000001,0
4456,53.54312455,-113.4515283,0
2409,53.50761008,-113.4843723,0
2410,53.51560934,-113.4812774,0
881,53.50248620000001,-113.45885,0
1905,53.48513048,-113.46638229999999,0
3958,53.53927859,-113.4508733,0
382,53.52806581,-113.47073219999999,0
385,53.53191903,-113.4726713,0
386,53.52545463,-113.46194540000002,0
3974,53.50154929,-113.3675824,0
4490,53.49471468,-113.42821979999998,0
4493,53.51483706,-113.4433172,0
3487,53.52895628,-113.45197240000002,0
1446,53.49314887,-113.4595989,0
2985,53.49343282,-113.46709059999999,0
4010,53.52534617,-113.4499205,0
1456,53.52541651,-113.44071100000001,0
3506,53.52740586,-113.43628020000001,0
947,53.50190593,-113.4560504,0
2996,53.49806329,-113.46749240000001,0
4035,53.51411138,-113.4595635,0
4547,53.52192105,-113.4428855,0
1477,53.52333467,-113.4198854,0
4550,53.51408458,-113.43241450000001,0
4043,53.53148454,-113.4508368,0
985,53.501875600000005,-113.4687706,0
4576,53.53142729,-113.43727890000001,0
995,53.52440917,-113.4519433,0
3561,53.53510922,-113.4516118,0
2551,53.52415337,-113.42072009999998,0
2552,53.52490134,-113.42157759999998,0
4601,53.52224743,-113.4420834,0
4603,53.52220826,-113.4305105,0
511,53.53669821,-113.46189820000001,0
