pk_site_id,latitude,longitude,yard,distance
4616,53.53934181,-113.4556598,0,0
4622,53.54260113,-113.4240793,0,0
4623,53.54797208,-113.42996529999999,0,0
4625,53.54312581,-113.44646999999999,0,0
4626,53.54712329,-113.44379359999999,0,0
3611,53.53949827,-113.4305311,0,0
4124,53.52360512,-113.4545367,0,0
3107,53.54291355,-113.4167825,0,0
3108,53.54564077,-113.4082179,0,0
3109,53.54680764,-113.4091794,0,0
4643,53.54981994,-113.4396051,0,0
4651,53.55304255,-113.4392846,0,0
3120,53.55182718,-113.40701570000002,0,0
3121,53.55432133,-113.4081388,0,0
1075,53.53849365,-113.4265287,0,0
3123,53.54648448,-113.41348130000002,0,0
1590,53.52814906,-113.50525959999999,0,0
568,53.51698107,-113.4182013,0,0
3134,53.55237309,-113.415435,0,0
64,53.53620179,-113.44033600000002,0,0
4676,53.54972528,-113.40807340000002,0,0
4684,53.53412676,-113.43930859999999,0,0
590,53.55320893,-113.4135622,0,0
4179,53.53580303,-113.4249695,0,0
4190,53.54654082,-113.4579086,0,0
2157,53.52669682,-113.50841170000001,0,0
3182,53.52930644,-113.424802,0,0
2164,53.55869211,-113.42542759999998,0,0
2165,53.51663277,-113.40355339999999,0,0
1658,53.55564341,-113.42972169999999,0,0
4261,53.55571284,-113.42354340000001,0,0
181,53.5572473,-113.4252652,0,0
182,53.55581701,-113.42690729999998,0,0
3767,53.537579,-113.4201912,0,0
4288,53.54958854,-113.43978419999999,0,0
2769,53.55514767,-113.41853,0,0
2260,53.5336275,-113.48569979999999,0,0
2266,53.525110600000005,-113.4993747,0,0
2797,53.54562052,-113.4191263,0,0
2798,53.54443227,-113.4273885,0,0
3840,53.55040782,-113.455374,0,0
4374,53.55668627,-113.4300926,0,0
4376,53.54609059,-113.4590477,0,0
2846,53.51414833,-113.4213001,0,0
1316,53.53171493,-113.4217322,0,0
4394,53.52195602,-113.4432593,0,0
4396,53.52476798,-113.41860679999999,0,0
309,53.54472687,-113.45326010000001,0,0
3384,53.510076399999996,-113.41838159999999,0,0
1860,53.5525782,-113.44016529999999,0,0
2379,53.55466243,-113.4166271,0,0
2380,53.55622078,-113.4142713,0,0
2385,53.54486321,-113.4388203,0,0
2897,53.54508906,-113.4291529,0,0
2898,53.54669991,-113.4305195,0,0
2899,53.5468906,-113.4283128,0,0
2900,53.54251483,-113.4338293,0,0
4437,53.54439071,-113.44275490000001,0,0
2390,53.53603562,-113.47804280000001,0,0
4452,53.51956079,-113.4183455,0,0
4456,53.54312455,-113.4515283,0,0
1906,53.54687053,-113.41856010000001,0,0
3956,53.54587179,-113.44170009999999,0,0
3957,53.53913614,-113.44301940000001,0,0
3959,53.53249873,-113.41838249999999,0,0
3449,53.51232586,-113.42347099999999,0,0
4489,53.53766041,-113.43895230000001,0,0
2973,53.51591628,-113.4046955,0,0
2465,53.55109592,-113.445158,0,0
2466,53.550571999999995,-113.446547,0,0
4521,53.51548244,-113.4701389,0,0
4522,53.53949524,-113.435579,0,0
4011,53.53125177,-113.4270686,0,0
4012,53.53011833,-113.42009850000001,0,0
1966,53.5473042,-113.43463659999999,0,0
3504,53.52502939,-113.44762040000002,0,0
1970,53.54941313,-113.419752,0,0
439,53.55772552,-113.4276558,0,0
440,53.53588945,-113.42300230000001,0,0
4546,53.51227905,-113.4115501,0,0
4556,53.54598543,-113.4250088,0,0
4557,53.5410779,-113.422009,0,0
4562,53.55184294,-113.4089197,0,0
2014,53.56051041,-113.4122403,0,0
2527,53.55024676,-113.41912549999999,0,0
2016,53.54874589,-113.4057399,0,0
4576,53.53142729,-113.43727890000001,0,0
4578,53.54130736,-113.4338686,0,0
4583,53.53704906,-113.42937979999999,0,0
4586,53.54272791,-113.432695,0,0
4075,53.52949572,-113.4189642,0,0
4587,53.54445082,-113.4356632,0,0
4588,53.54615524,-113.44032299999999,0,0
2546,53.52968843,-113.42164,0,0
2549,53.52883935,-113.41983490000001,0,0
2550,53.52871346,-113.4223112,0,0
1017,53.53593095,-113.4310656,0,0
4091,53.55324426,-113.4206097,0,0
4604,53.54981941,-113.4141054,0,0
2054,53.48362742,-113.52552240000001,1,0
8202,53.42454448,-113.59289040000002,1,0
8203,53.42332342,-113.5930098,1,0
6166,53.42754302,-113.571128,1,0
6167,53.42621144,-113.5736491,1,0
2074,53.50080356,-113.5631143,1,0
2082,53.50604401,-113.5386693,1,0
38,53.46709856,-113.5123688,1,0
2087,53.46581367,-113.49622649999999,1,0
2088,53.47052086,-113.51596090000001,1,0
2097,53.44895442,-113.5169053,1,0
4146,53.44545627,-113.52353659999999,1,0
8243,53.42318355,-113.5967084,1,0
8282,53.42898073,-113.62211210000001,1,0
2147,53.44843156,-113.52419579999999,1,0
2150,53.44025147,-113.51355759999998,1,0
105,53.46691025,-113.5344493,1,0
4203,53.44646359,-113.5586639,1,0
4222,53.46721136,-113.5770956,1,0
134,53.46366625,-113.5450078,1,0
135,53.46258265,-113.5420315,1,0
2184,53.454164799999994,-113.5252887,1,0
2190,53.49914418,-113.5450879,1,0
2191,53.48661841,-113.5440894,1,0
2196,53.48198664,-113.5820029,1,0
4254,53.45382971,-113.52493899999999,1,0
178,53.47384301,-113.55164380000001,1,0
4276,53.45456327,-113.52509140000001,1,0
4280,53.45479514,-113.57724590000001,1,0
4281,53.45809743,-113.5765163,1,0
4297,53.42979989999999,-113.53685049999999,1,0
2249,53.49497705,-113.50207069999999,1,0
4304,53.47717103,-113.552654,1,0
4311,53.44322639999999,-113.55388310000001,1,0
4315,53.45927223,-113.59277809999999,1,0
4321,53.44502892,-113.5552382,1,0
4325,53.43907555,-113.62375929999999,1,0
4330,53.43232913,-113.6038227,1,0
4346,53.43989648,-113.5165899,1,0
4357,53.46160218,-113.5773678,1,0
2310,53.46350824,-113.5230682,1,0
8466,53.44601712,-113.61879909999999,1,0
4377,53.43953299,-113.56842209999999,1,0
4384,53.43000662,-113.60905359999998,1,0
4385,53.44647404,-113.6147321,1,0
8482,53.44428829,-113.61591299999999,1,0
8483,53.44247351,-113.61530619999999,1,0
4389,53.42422684,-113.51633829999999,1,0
4390,53.44828573,-113.56453090000001,1,0
4391,53.45141465,-113.56252009999999,1,0
4393,53.44492263,-113.60680049999999,1,0
4397,53.43856592,-113.56096509999999,1,0
312,53.48748589,-113.5659146,1,0
2361,53.50331082,-113.5661867,1,0
2366,53.49819625,-113.5650572,1,0
2367,53.49829956,-113.56574779999998,1,0
2373,53.52043525,-113.4947621,1,0
2382,53.44258142,-113.52755630000001,1,0
2387,53.45130565,-113.5304818,1,0
4435,53.42516898,-113.64054340000001,1,0
4451,53.4549988,-113.57943130000001,1,0
356,53.46059016,-113.4965017,1,0
2406,53.48328608,-113.5624498,1,0
2408,53.45719948,-113.5169395,1,0
2412,53.52130133,-113.49340179999999,1,0
4462,53.46158341,-113.50560060000001,1,0
6510,53.42626992,-113.57562050000001,1,0
4469,53.45822742,-113.5767361,1,0
2425,53.52087881,-113.4967304,1,0
2434,53.50944549,-113.4993593,1,0
412,53.49022116,-113.5499831,1,0
2460,53.50885546,-113.5016621,1,0
414,53.48047051,-113.53072220000001,1,0
4518,53.433130500000004,-113.59464750000001,1,0
4520,53.44393929999999,-113.61015630000001,1,0
2472,53.49282801,-113.5238408,1,0
2474,53.48622953,-113.50945540000001,1,0
2473,53.4839836,-113.50290600000001,1,0
2475,53.51032729999999,-113.52490390000001,1,0
2478,53.47772887,-113.5337038,1,0
2479,53.47846112,-113.5376293,1,0
4528,53.44023714,-113.5837237,1,0
2481,53.51578395,-113.5376202,1,0
4530,53.43951349,-113.58745,1,0
2486,53.46711652,-113.50360409999999,1,0
2487,53.48510629,-113.55498929999999,1,0
2494,53.46655639,-113.5144368,1,0
2495,53.47760857,-113.5095938,1,0
4542,53.43886273,-113.56125990000001,1,0
2502,53.47479387,-113.5516172,1,0
2506,53.47749859,-113.5070716,1,0
4558,53.48167949,-113.529867,1,0
465,53.48280224,-113.5327217,1,0
466,53.50330887,-113.5227047,1,0
2537,53.48655979,-113.55215020000001,1,0
8685,53.42977565,-113.60010759999999,1,0
4590,53.4298755,-113.60430159999999,1,0
4600,53.44535684,-113.62235430000001,1,0
2559,53.47994832,-113.51549490000001,1,0
512,53.47711035,-113.5043452,1,0
2563,53.533306700000004,-113.5356181,1,0
4613,53.44442698,-113.55815220000001,1,0
2568,53.45833655,-113.53256840000002,1,0
2569,53.45344329,-113.5175838,1,0
527,53.46672862,-113.5288315,1,0
529,53.467689799999995,-113.5293848,1,0
530,53.467867000000005,-113.53485049999999,1,0
4635,53.47162124,-113.5385166,1,0
6684,53.44585855,-113.6114983,1,0
6702,53.44422906,-113.613227,1,0
6704,53.44108788,-113.61692790000001,1,0
2608,53.48776185,-113.5636818,1,0
4668,53.44298834,-113.6089682,1,0
6722,53.44099759,-113.61332220000001,1,0
2631,53.44751444,-113.51242179999998,1,0
4679,53.44011896,-113.56276940000001,1,0
4686,53.43317481,-113.61787920000002,1,0
602,53.47392437,-113.51280420000002,1,0
603,53.47212387,-113.50446389999999,1,0
604,53.471220200000005,-113.5001519,1,0
605,53.47097272,-113.5127803,1,0
4712,53.43851435,-113.5777957,1,0
4719,53.4461661,-113.6121886,1,0
4720,53.47508422,-113.5914466,1,0
4735,53.4395093,-113.55878700000001,1,0
4736,53.43989999,-113.55985600000001,1,0
649,53.48532079,-113.51767269999999,1,0
2698,53.52324627,-113.53525590000001,1,0
4754,53.45423656,-113.5605874,1,0
4755,53.45499923,-113.57738400000001,1,0
2718,53.46203698,-113.50051380000001,1,0
684,53.50213359,-113.5197294,1,0
699,53.46551089,-113.5367304,1,0
2779,53.46700039,-113.52825459999998,1,0
2803,53.46652412,-113.52649009999999,1,0
2812,53.52423438,-113.53598840000001,1,0
2814,53.52240548,-113.51361299999999,1,0
2823,53.46227281,-113.53901540000001,1,0
2824,53.48144791,-113.5497135,1,0
791,53.46791503,-113.5234824,1,0
792,53.47190747,-113.5323027,1,0
2842,53.47364825,-113.5249193,1,0
2854,53.51359696,-113.50490729999999,1,0
2859,53.49963223,-113.5060312,1,0
814,53.47994354,-113.52902320000001,1,0
821,53.48126055,-113.53599309999998,1,0
6967,53.44970489,-113.55192759999998,1,0
2871,53.47280759,-113.50692,1,0
826,53.52278344,-113.495112,1,0
827,53.51638268,-113.5217269,1,0
2920,53.46388565,-113.5056304,1,0
9067,53.43030038,-113.6229192,1,0
9068,53.43035562,-113.62269479999999,1,0
9070,53.43030057,-113.6194223,1,0
9071,53.43158761,-113.61754579999999,1,0
9072,53.4300738,-113.6161871,1,0
9073,53.43093394,-113.62119399999999,1,0
897,53.47438396,-113.52003909999998,1,0
898,53.47547724,-113.5201007,1,0
981890,53.50133909,-113.5795463,1,0
7047,53.43026811,-113.6181138,1,0
7048,53.44557411,-113.57603059999998,1,0
2971,53.45462328,-113.53911770000002,1,0
2972,53.46336809,-113.5176874,1,0
2978,53.48440534,-113.5305618,1,0
2988,53.49858577,-113.51582659999998,1,0
2992,53.48911263,-113.52236429999999,1,0
952,53.47065967,-113.5321777,1,0
3007,53.46205005,-113.4981424,1,0
5063,53.43927834,-113.55580259999998,1,0
5083,53.44279028,-113.5581513,1,0
997,53.44762469,-113.51256409999998,1,0
1016,53.48113812,-113.5074372,1,0
1021,53.50132503,-113.5031567,1,0
3070,53.512794299999996,-113.5022969,1,0
9216,53.42949978,-113.5177879,1,0
5121,53.44747677,-113.5645283,1,0
5122,53.447072,-113.5615128,1,0
1031,53.46971452,-113.5573051,1,0
1072,53.48827938,-113.5304618,1,0
1101,53.48322226,-113.54842020000001,1,0
1114,53.47870935,-113.539798,1,0
1115,53.4606329,-113.5138247,1,0
9327,53.45458469,-113.58952179999999,1,0
3191,53.4856364,-113.56926270000001,1,0
1149,53.471574200000006,-113.49566540000001,1,0
1151,53.50271269,-113.5182882,1,0
1156,53.46111483,-113.5347027,1,0
1157,53.46931683,-113.55410719999999,1,0
9363,53.45453548,-113.55061640000001,1,0
1183,53.462897999999996,-113.54407340000002,1,0
1189,53.45758454,-113.51567649999998,1,0
3249,53.44793404,-113.516024,1,0
1204,53.4841667,-113.563694,1,0
3267,53.50398302,-113.51786200000001,1,0
1220,53.47991266,-113.51299579999998,1,0
1221,53.480784,-113.51133940000001,1,0
1223,53.48514063,-113.52106979999999,1,0
1224,53.48622188,-113.5223581,1,0
9424,53.42599293,-113.63531270000001,1,0
9425,53.426286899999994,-113.6342332,1,0
1240,53.48467129,-113.56379799999999,1,0
1249,53.4714405,-113.4970968,1,0
1255,53.46692412,-113.4987791,1,0
1262,53.46828313,-113.52721709999999,1,0
5361,53.43854649,-113.56553390000002,1,0
7409,53.43527717,-113.56995690000001,1,0
1279,53.45901085,-113.54184620000001,1,0
1288,53.47676193,-113.5240764,1,0
1289,53.45539654,-113.52565919999999,1,0
3339,53.46973826,-113.51705659999999,1,0
3342,53.45024398,-113.5121273,1,0
1294,53.50990058,-113.51980060000001,1,0
3343,53.5132627,-113.52350630000001,1,0
3344,53.50972814,-113.53144280000001,1,0
3350,53.44303232,-113.51769469999999,1,0
3361,53.46667044,-113.52163190000002,1,0
3370,53.46521178,-113.5254291,1,0
3371,53.46406003,-113.5171216,1,0
3372,53.46515908,-113.5183826,1,0
5421,53.43318833,-113.626451,1,0
5422,53.43327992,-113.62464070000001,1,0
3378,53.45546943,-113.5804006,1,0
3390,53.48819326,-113.5791453,1,0
5441,53.43443991,-113.62459040000002,1,0
1349,53.45444878,-113.5178155,1,0
3398,53.45884144,-113.5629213,1,0
3406,53.47013573,-113.5747348,1,0
3408,53.44316947,-113.51661090000002,1,0
9557,53.43359775,-113.6086498,1,0
1366,53.51515315,-113.53010379999999,1,0
1370,53.48841224,-113.5109577,1,0
3418,53.43916688,-113.51152179999998,1,0
9565,53.43353133,-113.6083617,1,0
1374,53.49945764,-113.5424794,1,0
1375,53.50203247,-113.54399140000001,1,0
1376,53.50095369,-113.54789070000001,1,0
1377,53.499743099999996,-113.55183740000001,1,0
1378,53.49871312,-113.5507144,1,0
3433,53.44122345,-113.5684642,1,0
1390,53.4620272,-113.5175962,1,0
1391,53.46415942,-113.52630819999999,1,0
1392,53.4659225,-113.53096550000001,1,0
1393,53.46523485,-113.52012490000001,1,0
1394,53.49795571,-113.5683269,1,0
3441,53.46692751,-113.594652,1,0
3444,53.45057907,-113.57160990000001,1,0
3450,53.45401322,-113.6026695,1,0
3451,53.44290359,-113.587172,1,0
3459,53.44318223,-113.5700918,1,0
3460,53.43956751,-113.51720990000001,1,0
3461,53.44509484,-113.52319229999999,1,0
1428,53.49172111,-113.5198699,1,0
1429,53.48859595,-113.52000840000001,1,0
1430,53.48859852,-113.5256909,1,0
1431,53.49092275,-113.5250283,1,0
1432,53.49487381,-113.5271346,1,0
1433,53.49257115,-113.5289358,1,0
1434,53.48980738,-113.548294,1,0
3479,53.52798225,-113.5385165,1,0
3485,53.43903601,-113.6217915,1,0
1437,53.48613255,-113.5251761,1,0
1441,53.4769466,-113.5457202,1,0
1442,53.51404644,-113.51040900000001,1,0
5541,53.44087713,-113.59197959999999,1,0
5544,53.43681285,-113.5782311,1,0
5545,53.43914772,-113.5855744,1,0
3499,53.49231021,-113.57546119999999,1,0
9646,53.43961353,-113.6048739,1,0
3514,53.47368916,-113.60168700000001,1,0
3515,53.46870425,-113.6020197,1,0
5586,53.42549019,-113.6122101,1,0
3540,53.47417407,-113.5851729,1,0
1492,53.51662569,-113.51063229999998,1,0
1494,53.45891079,-113.5467675,1,0
3544,53.44893029,-113.5850845,1,0
3545,53.46205326,-113.5278072,1,0
3549,53.44320135,-113.57225659999999,1,0
3552,53.44867113,-113.5741307,1,0
7649,53.48884512,-113.5305284,1,0
1506,53.51153414,-113.51927079999999,1,0
3560,53.47425949,-113.54067930000001,1,0
1514,53.49465765,-113.51061750000001,1,0
3566,53.42761041,-113.51666110000001,1,0
3568,53.53059425,-113.53925590000001,1,0
3570,53.46179182,-113.5376613,1,0
1529,53.45580275,-113.5182087,1,0
1530,53.4558456,-113.5299861,1,0
1531,53.45726571,-113.53835590000001,1,0
3579,53.43852136,-113.5689186,1,0
1540,53.46567019,-113.5226015,1,0
1546,53.46206398,-113.51405259999999,1,0
1547,53.47341421,-113.5000821,1,0
9743,53.45967123,-113.5668535,1,0
9744,53.45724986,-113.56588290000002,1,0
1566,53.45079412,-113.52308020000001,1,0
1569,53.46114379,-113.5376483,1,0
1571,53.44927413,-113.52737079999999,1,0
1580,53.48511298,-113.54672839999999,1,0
1581,53.4936904,-113.5210463,1,0
1582,53.47573451,-113.51172509999999,1,0
1584,53.47877903,-113.50925249999999,1,0
1585,53.47993615,-113.51132460000001,1,0
3637,53.46669734,-113.57861580000001,1,0
3660,53.51274755,-113.4943072,1,0
3701,53.4471878,-113.5712679,1,0
1656,53.47011655,-113.5111887,1,0
1663,53.46118388,-113.51825819999999,1,0
1668,53.46077611,-113.5398996,1,0
1675,53.47011375,-113.51423989999999,1,0
3725,53.49378457,-113.51622490000001,1,0
1687,53.48947319,-113.56408449999999,1,0
1688,53.4948405,-113.56823390000001,1,0
1689,53.4904304,-113.5676581,1,0
1690,53.46602925,-113.5083733,1,0
5786,53.42422611,-113.6164378,1,0
1693,53.47007117,-113.52536200000002,1,0
3748,53.43580612,-113.6224,1,0
3749,53.43603945,-113.6202294,1,0
3750,53.43309399,-113.6120752,1,0
1706,53.4596741,-113.5393229,1,0
1707,53.45999034,-113.54093130000001,1,0
1708,53.45964155,-113.54366529999999,1,0
3754,53.45718006,-113.55311770000002,1,0
5806,53.42870564,-113.61656440000002,1,0
1720,53.48557887,-113.5685092,1,0
3770,53.45832421,-113.55855729999999,1,0
3802,53.49270487,-113.5802592,1,0
1761,53.46685282,-113.51155530000001,1,0
1762,53.46640219,-113.50943410000001,1,0
9963,53.45439187,-113.58349740000001,1,0
9968,53.42447317,-113.62164840000001,1,0
3837,53.43665824,-113.5720346,1,0
1791,53.52004776,-113.53872949999999,1,0
1794,53.48562893,-113.54149070000001,1,0
9991,53.42503109,-113.5154116,1,0
3850,53.44785208,-113.58264309999998,1,0
9994,53.450936,-113.61381100000001,1,0
9999,53.44867138,-113.6118196,1,0
3857,53.45868831,-113.5819213,1,0
10008,53.45027569,-113.6095233,1,0
10010,53.43566446,-113.6302953,1,0
10011,53.44453709,-113.6166406,1,0
10012,53.44492842,-113.6169264,1,0
10014,53.44528111,-113.61884640000001,1,0
10016,53.44432839,-113.61740259999998,1,0
10018,53.44121442,-113.6260325,1,0
1831,53.50102494,-113.5538245,1,0
3884,53.46659429,-113.57476880000002,1,0
10032,53.42862657,-113.59407920000001,1,0
1846,53.46710897,-113.5047182,1,0
1859,53.49371434,-113.5635699,1,0
1866,53.48692327,-113.5010953,1,0
3924,53.42765085,-113.5180953,1,0
1885,53.46501407,-113.5032784,1,0
1886,53.46393533,-113.51567309999999,1,0
1893,53.52760479999999,-113.5470072,1,0
10086,53.48464033,-113.54091059999999,1,0
3942,53.46441683,-113.5707061,1,0
10089,53.45315076,-113.61415090000001,1,0
10090,53.45026628,-113.6100129,1,0
10091,53.44843939,-113.6089997,1,0
