vehicle-Id,activity,job-Id,arrTime,endTime
DON-72-1_1_3,start,,undef,0.0
DON-72-1_1_3,delivery,3360_0_B1,78.24505,79.24939210444
DON-72-1_1_3,delivery,4439_0_B1,79.30441710444,79.40954868396001
DON-72-1_1_3,delivery,4652_0_B1,79.46779868396001,79.59753552560001
DON-72-1_1_3,delivery,4450_0_B1,79.71968552560001,82.11981710512
DON-72-1_1_3,delivery,4550_0_B1,82.11981710512,82.30771184164
DON-72-1_1_3,delivery,3359_0_B1,82.56492850830666,82.67677061274667
DON-72-1_1_3,delivery,1622.0_0_B1,82.85990394608,82.95161447168
DON-72-1_1_3,end,,82.95161447168,undef
DON-72-1_1_4,start,,undef,0
DON-72-1_1_4,delivery,561.0_0_B1,102.20173333333334,102.27107543845334
DON-72-1_1_4,delivery,270.0_0_B1,102.31647543845334,104.09700175517334
DON-72-1_1_4,delivery,5805_0_B1,104.20523508850667,104.21507719294667
DON-72-1_1_4,delivery,3506_0_B1,104.26530219294666,104.93635482366666
DON-72-1_1_4,delivery,4043_0_B1,105.05421315699999,107.15684473515999
DON-72-1_1_4,delivery,3504_0_A2,107.23863640182665,108.82232061138666
DON-72-1_1_4,delivery,4124_0_A2,108.86819561138665,110.55924824210665
DON-72-1_1_4,end,,110.55924824210665,undef
DON-72-1_1_5,start,,undef,0
DON-72-1_1_5,delivery,4521_0_A1,126.03233333333333,126.94943859749333
DON-72-1_1_5,delivery,3852_0_B1,127.14887193082666,128.62518772126666
DON-72-1_1_5,delivery,2409_0_B1,128.68987938793333,129.31843201933333
DON-72-1_1_5,delivery,4375_0_B1,129.381023686,130.11694473856
DON-72-1_1_5,delivery,2085.0_0_B1,130.27186140522667,130.38370350966667
DON-72-1_1_5,delivery,1869.0_0_A2,130.48379517633333,130.82603201865334
DON-72-1_1_5,delivery,4394_0_A2,131.00131535198668,134.49078903662667
DON-72-1_1_5,delivery,280.0_0_B1,134.50976403662668,134.5433166673467
DON-72-1_1_5,end,,134.5433166673467,undef
DON-72-1_1_6,start,,undef,0
DON-72-1_1_6,delivery,386.0_0_B1,150.13374166666668,150.5140048250267
DON-72-1_1_6,delivery,809.0_0_B1,150.62268815836003,150.67413552628003
DON-72-1_1_6,delivery,3487_0_B1,150.7140271929467,150.8616587717867
DON-72-1_1_6,delivery,3395_0_B1,150.9028587717867,151.5493061403867
DON-72-1_1_6,delivery,3394_0_B1,151.56774780705337,151.63261622889337
DON-72-1_1_6,delivery,3393_0_B1,151.66170789556003,151.96591842184003
DON-72-1_1_6,delivery,3561_0_B1,151.99579342184003,153.02474079044003
DON-72-1_1_6,delivery,511.0_0_B1,153.10922412377337,156.27659254493338
DON-72-1_1_6,delivery,4609_0_B1,156.37411754493337,157.50595964937338
DON-72-1_1_6,delivery,3315_0_B1,157.54276798270672,157.56289956154671
DON-72-1_1_6,delivery,2217.0_0_B1,157.6581662282134,158.4701399128534
DON-72-1_1_6,end,,158.4701399128534,undef
DON-72-2_1_3,start,,undef,0
DON-72-2_1_3,delivery,103.0_0_B1,78.07621666666667,78.68687456086667
DON-72-2_1_3,end,,78.68687456086667,undef
DON-72-2_1_4,start,,undef,0
DON-72-2_1_4,delivery,1176.0_0_B1,102.09336666666667,102.48034034994667
DON-72-2_1_4,delivery,1583.0_0_B1,102.53016534994667,103.23029692810667
DON-72-2_1_4,delivery,1877.0_0_B1,103.32459692810667,103.86591271718667
DON-72-2_1_4,delivery,1174.0_0_B1,104.00164605052001,104.37072499864001
DON-72-2_1_4,delivery,1380.0_0_A1,104.42450833197334,105.20516622753334
DON-72-2_1_4,delivery,1175.0_0_B1,105.2444828942,105.58448289488001
DON-72-2_1_4,delivery,881.0_0_B1,105.62740789488001,105.98082894744
DON-72-2_1_4,delivery,2459.0_0_A2,106.02741228077333,106.56425438657334
DON-72-2_1_4,delivery,1674.0_0_A1,106.61659605324,106.9610697372
DON-72-2_1_4,delivery,735.0_0_A1,107.0278947372,107.82644736792
DON-72-2_1_4,delivery,542.0_0_A1,107.99325570125333,110.23009780637334
DON-72-2_1_4,delivery,4282_0_A1,110.29687280637334,110.41989912309334
DON-72-2_1_4,end,,110.41989912309334,undef
DON-72-2_1_5,start,,undef,0
DON-72-2_1_5,delivery,382.0_0_B1,126.13826666666667,128.92760877110666
DON-72-2_1_5,delivery,4663_0_B1,128.97444210444,129.03707368259998
DON-72-2_1_5,delivery,385.0_0_B1,129.04749034926664,129.36288508578664
DON-72-2_1_5,delivery,2610.0_0_B1,129.41397675245332,129.53252938385333
DON-72-2_1_5,delivery,535.0_0_B1,129.61982938385333,129.72943464665332
DON-72-2_1_5,delivery,3832_0_B1,129.84935131331997,129.90303552287997
DON-72-2_1_5,delivery,4616_0_B1,129.94297718954664,130.31429297930663
DON-72-2_1_5,delivery,3618_0_B1,130.44556797930662,130.76096271582662
DON-72-2_1_5,delivery,4123_0_B1,130.89670438249328,134.27433596065327
DON-72-2_1_5,end,,134.27433596065327,undef
