,Id,Level,cluster,day,end-time,start-time,job-id,latitude,longitude,name,priority,quantity,raw-id,required-skills,Service-duration-1,type,service-duration,
547,19_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44662182,-113.5429514,Twin Brooks,10,1,19_0,neighbourhood,0.3133333333,D,0.2473684211,FALSE
1567,19_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44662182,-113.5429514,Twin Brooks,10,1,19_1,neighbourhood,0.3133333333,D,0.2473684211,TRUE
2066,1903_0_0_A2,A2,,3,6d 14:45:00,6d 06:00:00,,53.45575162,-113.4402779,MILL WOODS PARK,1,1,1903_0,neighbourhood,4.7488512044,D,3.7490930561,
2183,1903_0_1_A2,A2,,10,13.0d 14:45:00,13d 06:00:00,,53.45575162,-113.4402779,MILL WOODS PARK,1,1,1903_1,neighbourhood,4.7488512044,D,3.7490930561,
2300,1903_0_2_A2,A2,,18,20d 14:45:00,20d 06:00:00,,53.45575162,-113.4402779,MILL WOODS PARK,1,1,1903_2,neighbourhood,4.7488512044,D,3.7490930561,
2068,1903_1_0_A2,A2,,3,6d 14:45:00,6d 06:00:00,,53.45575162,-113.4402779,MILL WOODS PARK,1,1,1903_0,neighbourhood,4.7488512044,D,3.7490930561,
2185,1903_1_1_A2,A2,,10,13.0d 14:45:00,13d 06:00:00,,53.45575162,-113.4402779,MILL WOODS PARK,1,1,1903_1,neighbourhood,4.7488512044,D,3.7490930561,
2302,1903_1_2_A2,A2,,18,20d 14:45:00,20d 06:00:00,,53.45575162,-113.4402779,MILL WOODS PARK,1,1,1903_2,neighbourhood,4.7488512044,D,3.7490930561,
704,1904_0_B1,B1,,1,1.0d 14:45:00,1.0d 06:00:00,,53.476950065,-113.516986961,Royal Gardens,1,1,1904_0,roadway,0.3266666667,D,0.2578947368,FALSE
1724,1904_1_B1,B1,,15,15.0d 14:45:00,15.0d 06:00:00,,53.476950065,-113.516986961,Royal Gardens,1,1,1904_1,roadway,0.3266666667,D,0.2578947368,FALSE
142,1905.0_0_B1,B1,,1,1.0d 14:45:00,1.0d 06:00:00,,53.48513048,-113.4663823,MCINTYRE INDUSTRIAL,1,1,1905.0_0,roadway,1.0733333333,D,0.8473684211,FALSE
1162,1905.0_1_B1,B1,,15,15.0d 14:45:00,15.0d 06:00:00,,53.48513048,-113.4663823,MCINTYRE INDUSTRIAL,1,1,1905.0_1,roadway,1.0733333333,D,0.8473684211,FALSE
2048,1906.0_0_A2,A2,,,6d 14:45:00,5d 06:00:00,,53.54687053,-113.4185601,GOLD BAR,10,1,1906.0_0,neighbourhood,3.01,D,2.3763157895,
2165,1906.0_1_A2,A2,,,13d 14:45:00,12d 06:00:00,,53.54687053,-113.4185601,GOLD BAR,10,1,1906.0_1,neighbourhood,3.01,D,2.3763157895,
2282,1906.0_2_A2,A2,,,20d 14:45:00,19d 06:00:00,,53.54687053,-113.4185601,GOLD BAR,10,1,1906.0_2,neighbourhood,3.01,D,2.3763157895,
705,1909_0_B1,B1,,8,8.0d 14:45:00,8.0d 06:00:00,,53.4473819,-113.5655477,MacTaggert/McGrath,1,1,1909_0,neighbourhood,1.43,D,1.1289473684,FALSE
1725,1909_1_B1,B1,,14,14.0d 14:45:00,14.0d 06:00:00,,53.4473819,-113.5655477,MacTaggert/McGrath,1,1,1909_1,neighbourhood,1.43,D,1.1289473684,FALSE
143,1910.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45633745,-113.4572744,MEYONOHK,10,1,1910.0_0,neighbourhood,2.27,D,1.7921052632,FALSE
1163,1910.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.45633745,-113.4572744,MEYONOHK,10,1,1910.0_1,neighbourhood,2.27,D,1.7921052632,TRUE
706,1917_0_B1,B1,,4,4.0d 14:45:00,4.0d 06:00:00,,53.46096072,-113.5969005,Haddow,1,1,1917_0,neighbourhood,1.0433333333,D,0.8236842105,FALSE
1726,1917_1_B1,B1,,11,11.0d 14:45:00,11.0d 06:00:00,,53.46096072,-113.5969005,Haddow,1,1,1917_1,neighbourhood,1.0433333333,D,0.8236842105,FALSE
707,1918_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.495546999,-113.571340172,BROOKSIDE,10,1,1918_0,roadway,1.7133333333,D,1.3526315789,FALSE
1727,1918_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.495546999,-113.571340172,BROOKSIDE,10,1,1918_1,roadway,1.7133333333,D,1.3526315789,TRUE
708,1919_0_B1,B1,,0,0.0d 14:45:00,0.0d 06:00:00,,53.50413648,-113.5460037,River Valley Whitemud,1,1,1919_0,neighbourhood,5.71,D,4.5078947368,FALSE
1728,1919_1_B1,B1,,17,17.0d 14:45:00,17.0d 06:00:00,,53.50413648,-113.5460037,River Valley Whitemud,1,1,1919_1,neighbourhood,5.71,D,4.5078947368,FALSE
2102,1920_0_A2,A2,,,6d 14:45:00,5d 06:00:00,,53.50201708,-113.5719091,River Valley Whitemud,10,1,1920_0,neighbourhood,1.1033333333,D,0.8710526316,
2219,1920_1_A2,A2,,,13d 14:45:00,12d 06:00:00,,53.50201708,-113.5719091,River Valley Whitemud,10,1,1920_1,neighbourhood,1.1033333333,D,0.8710526316,
2336,1920_2_A2,A2,,,20d 14:45:00,19d 06:00:00,,53.50201708,-113.5719091,River Valley Whitemud,10,1,1920_2,neighbourhood,1.1033333333,D,0.8710526316,
2071,1938_0_A2,A2,,3,3.0d 14:45:00,3.0d 06:00:00,,53.48114281,-113.5210328,Royal Gardens,1,1,1938_0,neighbourhood,6.2733333333,D,4.9526315789,
2188,1938_1_A2,A2,,10,20d 14:45:00,20d 06:00:00,,53.48114281,-113.5210328,Royal Gardens,1,1,1938_1,neighbourhood,6.2733333333,D,4.9526315789,
2305,1938_2_A2,A2,,17,17.0d 14:45:00,17.0d 06:00:00,,53.48114281,-113.5210328,Royal Gardens,1,1,1938_2,neighbourhood,6.2733333333,D,4.9526315789,
709,1939_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.46393601,-113.5571622,Ogilvie Ridge,10,1,1939_0,neighbourhood,0.4566666667,D,0.3605263158,FALSE
1729,1939_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.46393601,-113.5571622,Ogilvie Ridge,10,1,1939_1,neighbourhood,0.4566666667,D,0.3605263158,TRUE
557,194_0_B1,B1,,0,9d 14:45:00,0d 06:00:00,,53.46839614,-113.5912643,Falconer Heights,1,1,194_0,neighbourhood,0.9133333333,D,0.7210526316,FALSE
1577,194_1_B1,B1,,14,20d 14:45:00,10d 06:00:00,,53.46839614,-113.5912643,Falconer Heights,1,1,194_1,neighbourhood,0.9133333333,D,0.7210526316,FALSE
710,1941_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.46451026,-113.5020966,Steinhauer,10,1,1941_0,neighbourhood,0.1966666667,D,0.1552631579,FALSE
1730,1941_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.46451026,-113.5020966,Steinhauer,10,1,1941_1,neighbourhood,0.1966666667,D,0.1552631579,FALSE
144,1944.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.48098194,-113.393479,KINISKI GARDENS,10,1,1944.0_0,roadway,2.05,D,1.6184210526,FALSE
1164,1944.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.48098194,-113.393479,KINISKI GARDENS,10,1,1944.0_1,roadway,2.05,D,1.6184210526,FALSE
711,1951_0_B1,B1,,1,9d 14:45:00,0d 06:00:00,,53.44964893,-113.5379768,Twin Brooks,1,1,1951_0,neighbourhood,0.6666666667,D,0.5263157895,FALSE
1731,1951_1_B1,B1,,17,20d 14:45:00,10d 06:00:00,,53.44964893,-113.5379768,Twin Brooks,1,1,1951_1,neighbourhood,0.6666666667,D,0.5263157895,FALSE
712,1952_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44894531,-113.5405952,Twin Brooks,10,1,1952_0,neighbourhood,0.9166666667,D,0.7236842105,FALSE
1732,1952_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44894531,-113.5405952,Twin Brooks,10,1,1952_1,neighbourhood,0.9166666667,D,0.7236842105,FALSE
713,1956_0_B1,B1,,0,9d 14:45:00,0d 06:00:00,,53.46157156,-113.5422988,Blue Quill Estates,1,1,1956_0,neighbourhood,0.8166666667,D,0.6447368421,FALSE
1733,1956_1_B1,B1,,14,20d 14:45:00,10d 06:00:00,,53.46157156,-113.5422988,Blue Quill Estates,1,1,1956_1,neighbourhood,0.8166666667,D,0.6447368421,FALSE
714,1957_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45679524,-113.5426722,Blue Quill Estates,10,1,1957_0,neighbourhood,0.54,D,0.4263157895,FALSE
1734,1957_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.45679524,-113.5426722,Blue Quill Estates,10,1,1957_1,neighbourhood,0.54,D,0.4263157895,FALSE
715,1958_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4616238,-113.5543173,Ogilvie Ridge,10,1,1958_0,neighbourhood,0.8,D,0.6315789474,FALSE
1735,1958_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.4616238,-113.5543173,Ogilvie Ridge,10,1,1958_1,neighbourhood,0.8,D,0.6315789474,FALSE
716,1959_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.46314759,-113.5547361,Ogilvie Ridge,10,1,1959_0,neighbourhood,0.4733333333,D,0.3736842105,FALSE
1736,1959_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.46314759,-113.5547361,Ogilvie Ridge,10,1,1959_1,neighbourhood,0.4733333333,D,0.3736842105,FALSE
2435,196_0_B1,B1,35,,11d 14:45:00,10d 06:00:00,,53.46430204,-113.5902915,Falconer Heights,1,1,196_0,neighbourhood,1.3216666667,D,1.0434210526,FALSE
2435,196_1_B1,B1,35,,20d 14:45:00,19d 06:00:00,,53.46430204,-113.5902915,Falconer Heights,1,1,196_0,neighbourhood,1.3216666667,D,1.0434210526,FALSE
717,1964_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.49148107,-113.49555,Calgary Trail North/ Gateway Blv.,10,1,1964_0,neighbourhood,2.3533333333,D,1.8578947368,FALSE
1737,1964_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.49148107,-113.49555,Calgary Trail North/ Gateway Blv.,10,1,1964_1,neighbourhood,2.3533333333,D,1.8578947368,FALSE
145,1965.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4639958,-113.4461327,KAMEYOSEK,10,1,1965.0_0,neighbourhood,1.4633333333,D,1.1552631579,FALSE
1165,1965.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.4639958,-113.4461327,KAMEYOSEK,10,1,1965.0_1,neighbourhood,1.4633333333,D,1.1552631579,FALSE
146,1966.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.5473042,-113.4346366,FULTON PLACE,10,1,1966.0_0,neighbourhood,1.2266666667,D,0.9684210526,FALSE
1166,1966.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.5473042,-113.4346366,FULTON PLACE,10,1,1966.0_1,neighbourhood,1.2266666667,D,0.9684210526,FALSE
147,1967.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44403276,-113.4110643,CRAWFORD PLAINS,10,1,1967.0_0,roadway,3.17,D,2.5026315789,FALSE
1167,1967.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44403276,-113.4110643,CRAWFORD PLAINS,10,1,1967.0_1,roadway,3.17,D,2.5026315789,FALSE
718,1978_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.458308688,-113.516328355,BLUE QUILL,10,1,1978_0,roadway,0.6833333333,D,0.5394736842,FALSE
1738,1978_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.458308688,-113.516328355,BLUE QUILL,10,1,1978_1,roadway,0.6833333333,D,0.5394736842,FALSE
148,1980.0_0_B1,B1,,1,9d 14:45:00,0d 06:00:00,,53.44893668,-113.3941282,DALY GROVE,1,1,1980.0_0,roadway,3.0666666667,D,2.4210526316,FALSE
1168,1980.0_1_B1,B1,,17,20d 14:45:00,10d 06:00:00,,53.44893668,-113.3941282,DALY GROVE,1,1,1980.0_1,roadway,3.0666666667,D,2.4210526316,FALSE
719,1981_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.41724831,-113.5092763,Blackmud Creek,10,1,1981_0,neighbourhood,3.85,D,3.0394736842,FALSE
1739,1981_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.41724831,-113.5092763,Blackmud Creek,10,1,1981_1,neighbourhood,3.85,D,3.0394736842,FALSE
720,1985_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.47743709,-113.5133856,Rideau Park,10,1,1985_0,neighbourhood,2.9433333333,D,2.3236842105,FALSE
1740,1985_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.47743709,-113.5133856,Rideau Park,10,1,1985_1,neighbourhood,2.9433333333,D,2.3236842105,FALSE
721,1990_0_B1,B1,,2,2.0d 14:45:00,2.0d 06:00:00,,53.46759644,-113.5038615,Blue Quill,1,1,1990_0,roadway,3.72,D,2.9368421053,FALSE
1741,1990_1_B1,B1,,16,16.0d 14:45:00,16.0d 06:00:00,,53.46759644,-113.5038615,Blue Quill,1,1,1990_1,roadway,3.72,D,2.9368421053,FALSE
2049,1991.0_0_A2,A2,,6,6.0d 14:45:00,6.0d 06:00:00,,53.46164208,-113.4886324,PARSONS INDUSTRIAL,1,1,1991.0_0,neighbourhood,1.6233333333,D,1.2815789474,
2166,1991.0_1_A2,A2,,12,12.0d 14:45:00,12.0d 06:00:00,,53.46164208,-113.4886324,PARSONS INDUSTRIAL,1,1,1991.0_1,neighbourhood,1.6233333333,D,1.2815789474,
2283,1991.0_2_A2,A2,,19,19.0d 14:45:00,19.0d 06:00:00,,53.46164208,-113.4886324,PARSONS INDUSTRIAL,1,1,1991.0_2,neighbourhood,1.6233333333,D,1.2815789474,
722,1995_0_B1,B1,,4,4.0d 14:45:00,4.0d 06:00:00,,53.4573543,-113.5977432,Haddow,1,1,1995_0,neighbourhood,2.1666666667,D,1.7105263158,FALSE
1742,1995_1_B1,B1,,17,17.0d 14:45:00,17.0d 06:00:00,,53.4573543,-113.5977432,Haddow,1,1,1995_1,neighbourhood,2.1666666667,D,1.7105263158,FALSE
723,1997_0_B1,B1,,2,2.0d 14:45:00,2.0d 06:00:00,,53.46689691,-113.5068298,Steinhauer/Duggan,1,1,1997_0,roadway,1.0256666667,D,0.8097368421,FALSE
1743,1997_1_B1,B1,,15,15.0d 14:45:00,15.0d 06:00:00,,53.46689691,-113.5068298,Steinhauer/Duggan,1,1,1997_1,roadway,1.0256666667,D,0.8097368421,FALSE
724,2001_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45977218,-113.5115275,Ermineskin,10,1,2001_0,neighbourhood,0.5233333333,D,0.4131578947,FALSE
1744,2001_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.45977218,-113.5115275,Ermineskin,10,1,2001_1,neighbourhood,0.5233333333,D,0.4131578947,FALSE
149,2005.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44873045,-113.443077,EKOTA,10,1,2005.0_0,neighbourhood,1.88,D,1.4842105263,FALSE
1169,2005.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44873045,-113.443077,EKOTA,10,1,2005.0_1,neighbourhood,1.88,D,1.4842105263,FALSE
150,2006.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45345882,-113.407104,DALY GROVE,10,1,2006.0_0,neighbourhood,2.5,D,1.9736842105,FALSE
1170,2006.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.45345882,-113.407104,DALY GROVE,10,1,2006.0_1,neighbourhood,2.5,D,1.9736842105,FALSE
725,2007_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.429049088,-113.501755723,BLUE QUILL ESTATES,10,1,2007_0,roadway,0.44,D,0.3473684211,FALSE
1745,2007_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.429049088,-113.501755723,BLUE QUILL ESTATES,10,1,2007_1,roadway,0.44,D,0.3473684211,FALSE
726,2008_0_B1,B1,,4,9d 14:45:00,0d 06:00:00,,53.49878431,-113.5703439,Brookside,1,1,2008_0,neighbourhood,1.2766666667,D,1.0078947368,FALSE
1746,2008_1_B1,B1,,17,20d 14:45:00,10d 06:00:00,,53.49878431,-113.5703439,Brookside,1,1,2008_1,neighbourhood,1.2766666667,D,1.0078947368,FALSE
727,2009_0_B1,B1,,4,9d 14:45:00,0d 06:00:00,,53.49623875,-113.5877917,Brander Gardens,1,1,2009_0,neighbourhood,0.2266666667,D,0.1789473684,FALSE
1747,2009_1_B1,B1,,17,20d 14:45:00,10d 06:00:00,,53.49623875,-113.5877917,Brander Gardens,1,1,2009_1,neighbourhood,0.2266666667,D,0.1789473684,FALSE
728,2010_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.47519253,-113.5884696,Rhatigan Ridge,10,1,2010_0,roadway,1.6833333333,D,1.3289473684,FALSE
1748,2010_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.47519253,-113.5884696,Rhatigan Ridge,10,1,2010_1,roadway,1.6833333333,D,1.3289473684,FALSE
729,2011_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.43092332,-113.5179678,MacEwan,10,1,2011_0,neighbourhood,0.4566666667,D,0.3605263158,FALSE
1749,2011_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.43092332,-113.5179678,MacEwan,10,1,2011_1,neighbourhood,0.4566666667,D,0.3605263158,FALSE
151,2014.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.56051041,-113.4122403,RIVER VALLEY GOLD BAR,10,1,2014.0_0,neighbourhood,6.1866666667,D,4.8842105263,FALSE
1171,2014.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.56051041,-113.4122403,RIVER VALLEY GOLD BAR,10,1,2014.0_1,neighbourhood,6.1866666667,D,4.8842105263,FALSE
152,2016.0_0_B1,B1,,7,9d 14:45:00,0d 06:00:00,,53.54874589,-113.4057399,GOLD BAR,1,1,2016.0_0,neighbourhood,0.4666666667,D,0.3684210526,FALSE
1172,2016.0_1_B1,B1,,19,20d 14:45:00,10d 06:00:00,,53.54874589,-113.4057399,GOLD BAR,1,1,2016.0_1,neighbourhood,0.4666666667,D,0.3684210526,FALSE
730,2032_0_B1,B1,,4,9d 14:45:00,0d 06:00:00,,53.42439209,-113.5110578,Blackmud Creek,1,1,2032_0,neighbourhood,0.6233333333,D,0.4921052632,FALSE
1750,2032_1_B1,B1,,20,20d 14:45:00,10d 06:00:00,,53.42439209,-113.5110578,Blackmud Creek,1,1,2032_1,neighbourhood,0.6233333333,D,0.4921052632,FALSE
731,2034_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.49612748,-113.5765269,Brander Gardens,10,1,2034_0,neighbourhood,2.5066666667,D,1.9789473684,FALSE
1751,2034_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.49612748,-113.5765269,Brander Gardens,10,1,2034_1,neighbourhood,2.5066666667,D,1.9789473684,FALSE
153,2045.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4288845,-113.4530593,ELLERSLIE,10,1,2045.0_0,neighbourhood,0.19,D,0.15,FALSE
1173,2045.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.4288845,-113.4530593,ELLERSLIE,10,1,2045.0_1,neighbourhood,0.19,D,0.15,FALSE
154,2053.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.52197042,-113.501767,STRATHCONA,10,1,2053.0_0,neighbourhood,0.3333333333,D,0.2631578947,FALSE
1174,2053.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.52197042,-113.501767,STRATHCONA,10,1,2053.0_1,neighbourhood,0.3333333333,D,0.2631578947,FALSE
732,2054_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.48362742,-113.5255224,Malmo Plains,10,1,2054_0,neighbourhood,1.6566666667,D,1.3078947368,FALSE
1752,2054_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.48362742,-113.5255224,Malmo Plains,10,1,2054_1,neighbourhood,1.6566666667,D,1.3078947368,FALSE
733,2055_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.52702145,-113.5179356,Garneau,10,1,2055_0,neighbourhood,1.4,D,1.1052631579,FALSE
1753,2055_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.52702145,-113.5179356,Garneau,10,1,2055_1,neighbourhood,1.4,D,1.1052631579,FALSE
2452,2060_0_B1,B1,49,,11d 14:45:00,10d 06:00:00,,53.44303491,-113.5645667,MacTaggert,1,1,2060_0,neighbourhood,1.4343333333,D,1.1323684211,FALSE
2452,2060_1_B1,B1,49,,20d 14:45:00,19d 06:00:00,,53.44303491,-113.5645667,MacTaggert,1,1,2060_0,neighbourhood,1.4343333333,D,1.1323684211,FALSE
155,2062.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.50510071,-113.4542413,AVONMORE,10,1,2062.0_0,neighbourhood,0.86,D,0.6789473684,FALSE
1175,2062.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.50510071,-113.4542413,AVONMORE,10,1,2062.0_1,neighbourhood,0.86,D,0.6789473684,FALSE
156,2066.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4276126,-113.4528478,ELLERSLIE,10,1,2066.0_0,neighbourhood,1.7,D,1.3421052632,FALSE
1176,2066.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.4276126,-113.4528478,ELLERSLIE,10,1,2066.0_1,neighbourhood,1.7,D,1.3421052632,FALSE
157,2067.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.42676972,-113.4527792,ELLERSLIE,10,1,2067.0_0,neighbourhood,0.3666666667,D,0.2894736842,FALSE
1177,2067.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.42676972,-113.4527792,ELLERSLIE,10,1,2067.0_1,neighbourhood,0.3666666667,D,0.2894736842,FALSE
10,207.0_0_B1,B1,,2,9d 14:45:00,0d 06:00:00,,53.4249867,-113.4648967,ELLERSLIE,1,1,207.0_0,roadway,1.2366666667,D,0.9763157895,FALSE
1030,207.0_1_B1,B1,,15,20d 14:45:00,10d 06:00:00,,53.4249867,-113.4648967,ELLERSLIE,1,1,207.0_1,roadway,1.2366666667,D,0.9763157895,FALSE
158,2073.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.50009282,-113.4898593,CPR IRVINE,10,1,2073.0_0,neighbourhood,0.9233333333,D,0.7289473684,FALSE
1178,2073.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.50009282,-113.4898593,CPR IRVINE,10,1,2073.0_1,neighbourhood,0.9233333333,D,0.7289473684,FALSE
734,2074_0_B1,B1,,4,9d 14:45:00,0d 06:00:00,,53.50080356,-113.5631143,River Valley Whitemud,1,1,2074_0,neighbourhood,2.74,D,2.1631578947,FALSE
1754,2074_1_B1,B1,,18,20d 14:45:00,10d 06:00:00,,53.50080356,-113.5631143,River Valley Whitemud,1,1,2074_1,neighbourhood,2.74,D,2.1631578947,FALSE
735,2077_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44169474,-113.5326955,Twin Brooks,10,1,2077_0,neighbourhood,0.4666666667,D,0.3684210526,FALSE
1755,2077_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44169474,-113.5326955,Twin Brooks,10,1,2077_1,neighbourhood,0.4666666667,D,0.3684210526,FALSE
558,208_0_B1,B1,,4,9d 14:45:00,0d 06:00:00,,53.4595878,-113.5675726,Leger,1,1,208_0,neighbourhood,1.2033333333,D,0.95,FALSE
1578,208_1_B1,B1,,10,20d 14:45:00,10d 06:00:00,,53.4595878,-113.5675726,Leger,1,1,208_1,neighbourhood,1.2033333333,D,0.95,FALSE
159,2080.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.48052107,-113.4521361,MICHAELS PARK,10,1,2080.0_0,roadway,1.3666666667,D,1.0789473684,FALSE
1179,2080.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.48052107,-113.4521361,MICHAELS PARK,10,1,2080.0_1,roadway,1.3666666667,D,1.0789473684,FALSE
2103,2082_0_A2,A2,,6,6.0d 14:45:00,6.0d 06:00:00,,53.50604401,-113.5386693,Belgravia,1,1,2082_0,neighbourhood,5.22,D,4.1210526316,
2220,2082_1_A2,A2,,12,12.0d 14:45:00,12.0d 06:00:00,,53.50604401,-113.5386693,Belgravia,1,1,2082_1,neighbourhood,5.22,D,4.1210526316,
2337,2082_2_A2,A2,,19,19.0d 14:45:00,19.0d 06:00:00,,53.50604401,-113.5386693,Belgravia,1,1,2082_2,neighbourhood,5.22,D,4.1210526316,
736,2084_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45234633,-113.5999402,Haddow,10,1,2084_0,neighbourhood,0.4733333333,D,0.3736842105,FALSE
1756,2084_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.45234633,-113.5999402,Haddow,10,1,2084_1,neighbourhood,0.4733333333,D,0.3736842105,FALSE
160,2085.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.50013044,-113.4623617,ARGYLL,10,1,2085.0_0,neighbourhood,0.1666666667,D,0.1315789474,FALSE
1180,2085.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.50013044,-113.4623617,ARGYLL,10,1,2085.0_1,neighbourhood,0.1666666667,D,0.1315789474,FALSE
737,2087_0_B1,B1,,2,2.0d 14:45:00,2.0d 06:00:00,,53.465813671,-113.496226484,CALGARY TRAIL SOUTH,1,1,2087_0,roadway,2.1266666667,D,1.6789473684,FALSE
1757,2087_1_B1,B1,,17,17.0d 14:45:00,17.0d 06:00:00,,53.465813671,-113.496226484,CALGARY TRAIL SOUTH,1,1,2087_1,roadway,2.1266666667,D,1.6789473684,FALSE
2104,2088_0_A2,A2,,1,1.0d 14:45:00,1.0d 06:00:00,,53.47052086,-113.5159609,Duggan,1,1,2088_0,roadway,1.3736666667,D,1.0844736842,
2221,2088_1_A2,A2,,8,8.0d 14:45:00,8.0d 06:00:00,,53.47052086,-113.5159609,Duggan,1,1,2088_1,roadway,1.3736666667,D,1.0844736842,
2338,2088_2_A2,A2,,15,15.0d 14:45:00,15.0d 06:00:00,,53.47052086,-113.5159609,Duggan,1,1,2088_2,roadway,1.3736666667,D,1.0844736842,
738,2095_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44665148,-113.5649434,Magrath,10,1,2095_0,neighbourhood,0.2333333333,D,0.1842105263,FALSE
1758,2095_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44665148,-113.5649434,Magrath,10,1,2095_1,neighbourhood,0.2333333333,D,0.1842105263,TRUE
739,2097_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44895442,-113.5169053,Skyrattler,10,1,2097_0,roadway,0.78,D,0.6157894737,FALSE
1759,2097_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44895442,-113.5169053,Skyrattler,10,1,2097_1,roadway,0.78,D,0.6157894737,TRUE
2422,21_0_B1,B1,43,,11d 14:45:00,10d 06:00:00,,53.42288077,-113.5109832,Blackmud Creek,1,1,21_0,neighbourhood,1.1526666667,D,0.91,FALSE
2422,21_1_B1,B1,43,,20d 14:45:00,19d 06:00:00,,53.42288077,-113.5109832,Blackmud Creek,1,1,21_0,neighbourhood,1.1526666667,D,0.91,FALSE
