vehicle-Id,activity,job-Id,arrTime,endTime
OKY-72-1_1_4,start,,undef,0.0
OKY-72-1_1_4,delivery,2073.0_0_B1,102.32641666666666,102.93144298210666
OKY-72-1_1_4,delivery,2563_0_0_A2,103.45775964877333,106.95031228098333
OKY-72-1_1_4,delivery,2563_1_0_A2,106.95031228098333,110.44286491319332
OKY-72-1_1_4,end,,110.44286491319332,undef
OKY-72-1_1_5,start,,undef,0
OKY-72-1_1_5,delivery,2425.0_0_A2,126.055425,126.717240789264
OKY-72-1_1_5,delivery,1517_0_B1,126.90859912259732,126.98504649105332
OKY-72-1_1_5,delivery,2249_0_A2,127.06783815771999,129.92041710536998
OKY-72-1_1_5,delivery,1373_0_B1,130.0359504387033,130.0949241225993
OKY-72-1_1_5,delivery,2988_0_A2,130.20965745593264,131.26681534990263
OKY-72-1_1_5,delivery,1151_0_A2,131.35719868323596,133.36885657786596
OKY-72-1_1_5,delivery,3267_0_A2,133.38305657786594,134.33100394632194
OKY-72-1_1_5,end,,134.33100394632194,undef
OKY-72-1_1_6,start,,undef,0
OKY-72-1_1_6,delivery,2460_0_A2,150.18496666666667,150.51259824519468
OKY-72-1_1_6,delivery,2434_0_A1,150.5465232451947,153.8381285089447
OKY-72-1_1_6,delivery,719_0_B1,153.9723035089447,154.0465666673287
OKY-72-1_1_6,delivery,684_0_A2,154.1006666673287,154.25792982438472
OKY-72-1_1_6,delivery,1506_0_A2,154.35368815771804,155.26450394698205
OKY-72-1_1_6,delivery,827_0_A2,155.37278728031538,156.63526096487539
OKY-72-1_1_6,delivery,1590_0_A2,156.8431359648754,158.57521491252538
OKY-72-1_1_6,end,,158.57521491252538,undef
OKY-72-1_1_0,start,,undef,0
OKY-72-1_1_0,delivery,1508.0_0_B1,6.055183333333333,6.492025439365333
OKY-72-1_1_0,delivery,1518_0_B1,6.673300439365334,6.922300439365333
OKY-72-1_1_0,delivery,1372_0_B1,7.031583772698666,7.053425877402666
OKY-72-1_1_0,delivery,1610_0_B1,7.085184210735999,7.463052630879999
OKY-72-1_1_0,delivery,1898_0_B1,7.567310964213332,9.406416227303332
OKY-72-1_1_0,delivery,9964_0_B1,9.687832893969999,9.818885526177999
OKY-72-1_1_0,delivery,1893_1_0_A1,10.075302192844665,14.344341666004667
OKY-72-1_1_0,end,,14.344341666004667,undef
OKY-72-2_1_4,start,,undef,0
OKY-72-2_1_4,delivery,2157_1_0_A2,102.15116666666667,105.42748245592666
OKY-72-2_1_4,delivery,926.0_0_B1,105.55131578926,106.018736842276
OKY-72-2_1_4,delivery,2266_0_0_A2,106.08079517560934,110.59118991251934
OKY-72-2_1_4,end,,110.59118991251934,undef
OKY-72-2_1_5,start,,undef,0
OKY-72-2_1_5,delivery,2859_0_A2,126.264075,126.62010131544001
OKY-72-2_1_5,delivery,1514_0_A2,126.69508464877335,127.89640043737334
OKY-72-2_1_5,delivery,3725_0_A2,128.00573377070668,131.43494429688667
OKY-72-2_1_5,delivery,1021_0_A2,131.63633596355334,133.01894122597332
OKY-72-2_1_5,delivery,3070_0_A2,133.13829955930666,133.86564166467465
OKY-72-2_1_5,delivery,2373.0_0_A2,133.97971666467467,134.64153245393868
OKY-72-2_1_5,end,,134.64153245393868,undef
OKY-72-2_1_6,start,,undef,0
OKY-72-2_1_6,delivery,3660_0_A2,150.15104166666666,150.19909429821067
OKY-72-2_1_6,delivery,1633_0_B1,150.259777631544,150.331856579856
OKY-72-2_1_6,delivery,2854_0_A2,150.35642324652267,151.49439693108266
OKY-72-2_1_6,delivery,1108_0_B1,151.65037193108267,151.67439824785066
OKY-72-2_1_6,delivery,2134_0_B1,152.29072324785065,152.30164430020264
OKY-72-2_1_6,delivery,9354_0_B1,152.94556930020264,153.79522719549863
OKY-72-2_1_6,delivery,2260_0_A2,153.80701052883197,157.65995789662196
OKY-72-2_1_6,delivery,2412.0_0_A2,157.81070789662195,158.00073421272594
OKY-72-2_1_6,delivery,826.0_0_A2,158.07265087939263,158.62088772100861
OKY-72-2_1_6,end,,158.62088772100861,undef
OKY-72-2_1_0,start,,undef,0
OKY-72-2_1_0,delivery,1515_0_B1,6.354633333333333,6.784922807157333
OKY-72-2_1_0,delivery,1586_0_B1,7.216564473824,7.282090789928
OKY-72-2_1_0,delivery,1629_0_B1,7.361165789927999,7.411402631543999
OKY-72-2_1_0,delivery,1893_2_0_A1,7.609360964877332,11.878400438037332
OKY-72-2_1_0,delivery,2261.0_0_B1,12.453817104704,14.402132893304
OKY-72-2_1_0,end,,14.402132893304,undef
OKY-72-3_1_4,start,,undef,0
OKY-72-3_1_4,delivery,1186_0_B1,102.00120833333334,102.49265570112534
OKY-72-3_1_4,delivery,2266_2_0_A2,102.58083070112535,107.09122543803535
OKY-72-3_1_4,delivery,3918_0_B1,107.18724210470202,110.70382105168203
OKY-72-3_1_4,end,,110.70382105168203,undef
OKY-72-3_1_5,start,,undef,0
OKY-72-3_1_5,delivery,2812_0_A2,126.24304166666667,127.47275219217667
OKY-72-3_1_5,delivery,1791_0_A2,127.52898552551001,127.843511841614
OKY-72-3_1_5,delivery,2481_0_A2,127.88890350828066,128.95916666666065
OKY-72-3_1_5,delivery,1168_0_B1,129.01504999999398,129.089313158378
OKY-72-3_1_5,delivery,1861_0_B1,129.15270482504465,129.39952061497266
OKY-72-3_1_5,delivery,1169_0_B1,129.43672061497267,129.54374693041268
OKY-72-3_1_5,delivery,3344_0_A2,129.5638469304127,132.2242153518827
OKY-72-3_1_5,delivery,1505_0_B1,132.40120701854937,133.07394386016537
OKY-72-3_1_5,delivery,1442_0_A2,133.1615521934987,134.1182364042347
OKY-72-3_1_5,delivery,1492_0_A2,134.16346140423468,134.37096140489868
OKY-72-3_1_5,delivery,1589.0_0_B1,134.47020307156535,134.65367675546136
OKY-72-3_1_5,end,,134.65367675546136,undef
